LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1802,64742904,5,0,0,16.26,0.03,24,0,0,0
2224,64846880,5,0,0,16.26,0.03,24,0,0,0
2639,64957461,5,0,0,16.26,0.03,24,0,0,0
3052,65058763,5,0,0,16.26,0.03,24,0,0,0
3505,65172946,5,0,0,16.26,0.03,24,0,0,0
3926,65277024,5,0,0,16.26,0.03,24,0,0,0
4342,65382828,5,0,0,16.26,0.03,24,0,0,0
4797,65497374,5,0,0,16.26,0.03,25,0,0,0
5206,65599898,5,0,0,16.26,0.03,24,0,0,0
5657,65715891,5,0,0,16.26,0.03,25,0,0,0
6035,65809830,5,0,0,16.26,0.03,24,0,0,0
6490,65926995,5,0,0,16.26,0.03,24,0,0,0
6902,66027713,5,0,0,16.26,0.03,24,0,0,0
7330,66135815,5,0,0,16.26,0.03,24,0,0,0
7829,66249580,5,0,0,16.26,0.03,24,0,0,0
8281,66355984,5,0,0,16.26,0.03,24,0,0,0
8737,66462831,5,0,0,16.26,0.03,24,0,0,0
9223,66570001,5,0,0,16.26,0.03,24,0,0,0
9676,66673573,5,0,0,16.26,0.03,24,0,0,0
10131,66783880,5,0,0,16.26,0.03,24,0,0,0
10631,66897473,5,0,0,16.26,0.03,25,0,0,0
11085,67003795,5,0,0,16.26,0.03,24,0,0,0
11539,67106822,5,0,0,16.26,0.03,25,0,0,0
12030,67220006,5,0,0,16.26,0.03,25,0,0,0
12943,67431824,5,0,0,16.26,0.03,24,0,0,0
13390,67537287,5,0,0,16.26,0.03,24,0,0,0
14344,67758603,5,0,0,16.26,0.03,25,0,0,0
14795,67862885,5,0,0,16.26,0.03,25,0,0,0
15247,67969894,5,0,0,16.26,0.03,25,0,0,0
15702,68074529,5,0,0,16.26,0.03,24,0,0,0
16157,68182942,5,8,200,16.25,0.02,25,0,0,0
16661,68298149,5,218,414,16.24,0.06,25,0,0,0
17109,68402651,5,444,842,16.2,0.12,25,0,0,0
17568,68513498,5,877,1185,16.25,0.13,25,0,0,0
18021,68616140,5,1185,1257,16.25,0.11,25,0,0,0
18474,68723778,5,1258,1285,16.24,0.11,25,0,0,0
