LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
205,118642533,1,1.56,0.77,9.359999999999999,0.1216521,-0.02621128,-0.06296917,-0.03536514,8.720103999999999,-5.980689,1.199951,-0.02,0.09,0.05,82.73999999999999
540,118726001,1,1.57,0.76,9.380000000000001,0.1119816,-0.02116702,-0.06097282,-0.03515217,8.712846000000001,-5.981821,1.197002,-0.02,0.09,0.05,82.73999999999999
991,118832649,1,1.56,0.77,9.380000000000001,0.1050181,-0.01733948,-0.06095799,-0.04644527,8.710291,-5.983519,1.191928,-0.02,0.09,0.05,82.73999999999999
1319,119043604,1,1.57,0.77,9.4,0.08699163,-0.01600643,-0.6159468,-0.5532998,8.699968,-5.986358,1.14473,-0.02,0.08,0.05,82.73999999999999
1404,119055009,1,1.57,0.77,9.4,0.08489468999999999,-0.01459609,-0.6148085,-0.5512691,8.698842000000001,-5.986568,1.137491,-0.02,0.08,0.05,82.73999999999999
1617,119091382,1,1.56,0.77,9.390000000000001,0.07507755000000001,-0.009324059000000001,-0.6155065,-0.5646636,8.691732999999999,-5.98613,1.115295,-0.02,0.08,0.05,82.73999999999999
1663,119101160,1,1.56,0.77,9.4,0.07051760999999999,-0.007321859,-0.6160553,-0.5707257,8.689525,-5.985937,1.109161,-0.02,0.08,0.05,82.73999999999999
1707,119111188,1,1.55,0.77,9.4,0.0683071,-0.005373615,-0.6153477000000001,-0.5757632,8.687486,-5.985734,1.102972,-0.02,0.08,0.05,82.73999999999999
1752,119121274,1,1.55,0.77,9.4,0.06782228999999999,-0.004812996,-0.6147773,-0.5808946,8.688167999999999,-5.985783,1.096825,-0.02,0.08,0.05,82.73999999999999
1796,119132227,1,1.56,0.77,9.4,0.06606614,-0.003522585,-0.6135317,-0.5854876,8.686317000000001,-5.985553,1.090083,-0.02,0.08,0.05,82.73999999999999
1841,119142654,1,1.56,0.77,9.4,0.0635216,-0.001465929,-0.6123305999999999,-0.5889915,8.684536,-5.985316,1.084071,-0.02,0.08,0.05,82.73999999999999
1890,119153089,1,1.56,0.77,9.41,0.05998736,-0.0001801492,-0.6138419000000001,-0.5951282,8.682978,-5.98507,1.077368,-0.02,0.08,0.05,82.73999999999999
1935,119163126,1,1.57,0.77,9.41,0.05774522,0.000966214,-0.613561,-0.5985481,8.681469,-5.984818,1.071314,-0.02,0.08,0.05,82.73999999999999
1983,119173083,1,1.57,0.78,9.41,0.05480302,0.002235719,-0.6119612,-0.6002859,8.680102,-5.984563,1.065147,-0.02,0.08,0.05,82.73999999999999
2027,119183717,1,1.57,0.78,9.42,0.0529798,0.003237948,-0.6110417,-0.6024529,8.678905,-5.984304,1.058498,-0.02,0.08,0.05,82.73999999999999
2073,119194617,1,1.58,0.78,9.42,0.05323359,0.003667761,-0.6097050000000001,-0.6034744,8.67943,-5.984272,1.05248,-0.02,0.08,0.05,82.73999999999999
2117,119204757,1,1.58,0.78,9.43,0.05140569,0.00607885,-0.6097856,-0.6052651999999999,8.678288,-5.984,1.046491,-0.02,0.08,0.05,82.73999999999999
2162,119215110,1,1.58,0.79,9.43,0.04912985,0.006546034,-0.6096833,-0.6063415,8.677295000000001,-5.983717,1.040001,-0.02,0.08,0.05,82.73999999999999
2208,119228388,1,1.58,0.79,9.43,0.04589492,0.007660808,-0.607278,-0.6016616,8.675247000000001,-5.984097,1.035628,-0.02,0.08,0.05,82.73999999999999
2251,119239010,1,1.57,0.79,9.44,0.04372573,0.008068739,-0.6072467,-0.5895642,8.673239000000001,-5.984468,1.032267,-0.02,0.08,0.05,82.73999999999999
