LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1913,119162607,4,0,0,15.61,0.04,28,0,0,0
2364,119266077,4,0,0,15.61,0.04,28,0,0,0
2860,119378147,4,0,0,15.61,0.04,28,0,0,0
3314,119484720,4,0,0,15.61,0.04,28,0,0,0
3767,119587022,4,0,0,15.62,0.04,28,0,0,0
4266,119703269,4,0,0,15.62,0.04,28,0,0,0
4717,119805109,4,0,0,15.61,0.04,28,0,0,0
5211,119920370,4,0,0,15.61,0.04,28,0,0,0
5667,120028053,4,0,0,15.61,0.04,28,0,0,0
6117,120130931,4,0,0,15.61,0.04,28,0,0,0
6567,120236245,4,0,0,15.61,0.03,28,0,0,0
7063,120351091,4,27,300,15.6,0.07000000000000001,28,0,0,0
7514,120454084,4,320,742,15.6,0.13,28,0,0,0
7967,120557497,4,747,1100,15.59,0.16,28,0,0,0
8464,120672330,4,1108,1214,15.6,0.12,28,0,0,0
8961,120783834,4,1216,1242,15.6,0.11,28,0,0,0
9376,120886237,4,1245,1414,15.59,0.2,28,0,0,0
9875,120999400,4,1447,1800,15.54,0.5,28,0,0,0
10325,121110063,4,1888,2800,15.43,1.51,28,0,0,0
10783,121221442,4,2813,2957,15.51,1.09,28,0,0,0
11194,121325651,4,2979,3271,15.43,1.24,28,0,0,0
11654,121437566,4,3331,3942,15.3,1.93,28,0,0,0
12514,121646540,4,3978,5757,14.8,4.9,28,0,0,0
13018,121765718,4,5808,6328,14.91,4.8,28,0,0,0
13426,121867289,4,6323,6242,14.97,4.33,28,0,0,0
13926,121982951,4,6244,6271,14.97,3.49,28,0,0,0
14331,122081119,4,6269,6171,14.96,3.47,28,0,0,0
14826,122197838,4,6154,5942,14.97,3.48,28,1,0,0
15278,122308882,4,5937,5871,15,3.39,28,1,0,0
15734,122418026,4,5858,5585,14.97,2.49,28,1,0,0
16179,122525874,4,5588,5671,14.97,3.41,28,1,0,0
16631,122637617,4,5683,5942,14.95,3.34,28,1,0,0
17088,122747362,4,5922,5657,14.99,2.58,28,1,0,0
17500,122853262,4,5643,5371,15.06,2.05,28,1,0,0
17954,122959322,4,5359,5142,15.06,1.61,28,1,0,0
18404,123070242,4,5126,4928,15.05,1.49,28,1,0,0
18678,123285998,4,4698,4871,15.1,2.12,28,1,0,0
19131,123399074,4,4863,4757,15.07,2.29,28,1,0,0
19576,123515328,4,4799,5100,15.09,2.91,28,1,0,0
20025,123625559,4,5121,5271,15.1,2.69,28,2,0,0
20428,123721935,4,5284,5457,15.06,3.12,28,2,0,0
20873,123834805,4,5477,5657,15.06,3.6,28,2,0,0
21281,123934534,4,5671,5885,15.06,3.53,28,2,0,0
21728,124048313,4,5878,5814,15.19,2.72,29,2,0,0
22131,124145859,4,5812,5785,15.1,3.18,28,2,0,0
22587,124264703,4,5770,5628,15.08,2.78,29,2,0,0
23037,124375311,4,5618,5471,15.13,2.65,29,2,0,0
23447,124479817,4,5465,5400,15,2.36,29,2,0,0
23896,124590544,4,5391,5300,15.05,2.76,29,2,0,0
24300,124694348,4,5302,5371,15,2.54,29,2,0,0
24791,124811499,4,5371,5385,15.05,2.32,29,2,0,0
25230,124914271,4,5370,5100,15.1,2.09,29,3,0,0
25682,125027415,4,5116,5257,15.08,2.43,29,3,0,0
26085,125128564,4,5254,5128,15.07,2.03,29,3,0,0
26529,125239887,4,5128,5185,15.14,2.3,29,3,0,0
27018,125354106,4,5181,5100,15.13,2.23,29,3,0,0
27427,125459716,4,5096,5028,15.09,2,29,3,0,0
27879,125570788,4,5019,4828,15.1,1.79,29,3,0,0
28321,125679417,4,4833,4885,15.04,1.97,29,3,0,0
28771,125795406,4,4915,5085,15.09,2.38,29,3,0,0
29181,125895811,4,5075,4985,15.07,2.25,29,3,0,0
29587,125997823,4,4992,5171,15.09,2.48,29,3,0,0
30031,126106908,4,5159,5028,15.1,2.03,29,3,0,0
30483,126218394,4,5018,4928,15.1,1.84,29,3,0,0
