LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
203,64896897,1,-0.13,0.18,356.85,-0.2230328,0.00395318,0.0226676,0.06430938,-0.3240236,0.7676873,-0.5168157,-0.08,0.26,-0.05,93.28
652,65007007,1,-0.13,0.17,356.86,-0.2248215,0.007683435,0.01819572,0.0496766,-0.3284566,0.7692332,-0.512638,-0.08,0.25,-0.04,93.28
992,65090930,1,-0.14,0.17,356.84,-0.2253481,0.01052545,0.02423878,0.04946502,-0.3320465,0.7699593,-0.5084286,-0.08,0.25,-0.04,93.28
1217,65223892,1,-0.15,0.18,356.85,-0.2230033,0.006535992,-0.2933377,-0.2069134,-0.3329517,0.769454,-0.5188677,-0.08,0.24,-0.04,93.28
1588,65344004,1,-0.16,0.2,356.85,-0.2184881,-0.0007706273,-0.4771174,-0.3873414,-0.3320762,0.7681603,-0.5604826000000001,-0.08,0.24,-0.04,93.28
1632,65354533,1,-0.15,0.2,356.85,-0.215952,-0.001496294,-0.4758523,-0.3875765,-0.3297879,0.7678427,-0.5643879000000001,-0.08,0.24,-0.04,93.28
1677,65364761,1,-0.15,0.2,356.85,-0.2133074,-0.0005620239,-0.474346,-0.3877171,-0.3276794,0.7675349,-0.5682922,-0.08,0.24,-0.04,93.28
1722,65375007,1,-0.15,0.2,356.85,-0.2111346,-0.0006001719,-0.4738538,-0.3894627,-0.3259401,0.7672382,-0.5728812,-0.08,0.24,-0.04,93.28
1766,65385006,1,-0.15,0.19,356.85,-0.2078291,-0.0005964353,-0.4746815,-0.3931689,-0.3241197,0.7669529,-0.5769718,-0.08,0.24,-0.04,93.28
1815,65395331,1,-0.15,0.19,356.85,-0.2062812,-0.00020608,-0.4740738,-0.3950357,-0.3224877,0.7666845,-0.5811107,-0.08,0.25,-0.04,93.28
1859,65406026,1,-0.15,0.18,356.84,-0.2069285,-0.0009331446,-0.4743525,-0.3976294,-0.3247655,0.7666809999999999,-0.5863323,-0.08,0.25,-0.04,93.28
1904,65416874,1,-0.15,0.18,356.84,-0.2053412,-0.001923349,-0.4725555,-0.3988341,-0.3232503,0.7664095,-0.5904735,-0.08,0.25,-0.04,93.28
1950,65426850,1,-0.15,0.18,356.84,-0.2037082,-0.001777714,-0.4725672,-0.4019729,-0.3218932,0.7661449,-0.5946428,-0.08,0.25,-0.04,93.28
1995,65436992,1,-0.15,0.18,356.84,-0.2020576,-0.0006179239999999999,-0.4733997,-0.4067815,-0.3206726,0.765897,-0.598747,-0.08,0.25,-0.04,93.28
2040,65448004,1,-0.15,0.18,356.84,-0.2029024,-0.00194198,-0.4728431,-0.4091729,-0.3228877,0.7658836999999999,-0.6039293,-0.08,0.25,-0.04,93.28
2084,65458163,1,-0.15,0.18,356.84,-0.2018835,-0.001468921,-0.4731086,-0.4126636,-0.3219859,0.7656338,-0.6085137,-0.08,0.25,-0.04,93.28
2129,65468106,1,-0.15,0.18,356.83,-0.1997723,-0.001020275,-0.4726391,-0.4143467,-0.321054,0.7654048,-0.6126988,-0.08,0.25,-0.04,93.28
2175,65485072,1,-0.15,0.17,356.83,-0.1944301,-0.002263261,-0.4699156,-0.4115243,-0.3169674,0.7649789,-0.6165305,-0.08,0.25,-0.04,93.28
2221,65495009,1,-0.15,0.17,356.83,-0.1896621,-0.002693539,-0.4674324,-0.400839,-0.31446,0.7647759,-0.6177256,-0.08,0.25,-0.04,93.28
2270,65505404,1,-0.15,0.16,356.83,-0.1892025,-0.0027938,-0.4679005,-0.382611,-0.3163647,0.7647507,-0.6224277,-0.08,0.25,-0.04,93.28
2314,65515949,1,-0.15,0.16,356.83,-0.1858233,-0.001152639,-0.4666745,-0.3626214,-0.3139874,0.7645575999999999,-0.6238047,-0.08,0.25,-0.04,93.28
2359,65526454,1,-0.15,0.16,356.83,-0.1833453,-0.001326427,-0.4659706,-0.3383495,-0.3119623,0.7643843,-0.6257702000000001,-0.08,0.25,-0.04,93.28
2403,65536454,1,-0.15,0.15,356.83,-0.1793978,-0.0009829032000000001,-0.4639793,-0.3159103,-0.3098982,0.7642249,-0.6274549,-0.08,0.25,-0.04,93.28
2448,65546758,1,-0.15,0.15,356.83,-0.1756622,-0.001477533,-0.4615147,-0.2987284,-0.3079706,0.7640676,-0.6292843,-0.08,0.25,-0.04,93.28
2495,65557398,1,-0.15,0.15,356.82,-0.1762948,-0.001988052,-0.4599686,-0.2788408,-0.3098984,0.7640498,-0.6343243,-0.08,0.25,-0.04,93.28
2541,65567374,1,-0.15,0.15,356.82,-0.1735827,-0.002048363,-0.4588032,-0.2654042,-0.3080793,0.7638966,-0.6362423,-0.08,0.25,-0.04,93.28
2587,65578022,1,-0.15,0.15,356.82,-0.1718893,-0.001336294,-0.4569547,-0.252765,-0.3065737,0.7637505999999999,-0.6387056,-0.08,0.25,-0.04,93.28
2631,65588368,1,-0.15,0.15,356.82,-0.1694958,-0.001421012,-0.4547354,-0.2404585,-0.3050535,0.7636158,-0.6408247,-0.08,0.25,-0.04,93.28
