LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1694,65368208,1,0,0,16.81,0.04,26,0,0,0
2189,65486852,1,0,0,16.81,0.04,26,0,0,0
2648,65592872,1,0,0,16.81,0.04,26,0,0,0
3105,65701788,1,0,0,16.81,0.04,26,0,0,0
3562,65806181,1,0,0,16.81,0.04,26,0,0,0
4013,65911767,1,0,0,16.81,0.04,26,0,0,0
4516,66024283,1,0,0,16.81,0.04,26,0,0,0
4966,66131253,1,0,0,16.8,0.04,26,0,0,0
5461,66242846,1,0,0,16.81,0.04,26,0,0,0
5914,66349601,1,0,0,16.81,0.04,26,0,0,0
6369,66454447,1,0,0,16.8,0.04,26,0,0,0
6779,66552639,1,0,0,16.8,0.04,26,0,0,0
7277,66666633,1,0,0,16.8,0.04,26,0,0,0
7767,66776642,1,22,242,16.81,0.04,26,0,0,0
8223,66884647,1,249,328,16.79,0.06,26,0,0,0
8714,66991071,1,348,771,16.77,0.11,26,0,0,0
9171,67103398,1,808,1171,16.77,0.16,26,0,0,0
9627,67208430,1,1178,1285,16.78,0.12,26,0,0,0
10076,67311171,1,1286,1328,16.79,0.12,26,0,0,0
10574,67424628,1,1329,1342,16.79,0.11,26,0,0,0
11026,67533271,1,1342,1342,16.78,0.11,26,0,0,0
11478,67634772,1,1342,1357,16.78,0.11,26,0,0,0
11936,67746841,1,1357,1357,16.78,0.11,26,0,0,0
12876,67959516,1,1357,1357,16.78,0.11,26,0,0,0
13623,68179456,1,1357,1357,16.79,0.11,26,0,0,0
14066,68278303,1,1357,1357,16.79,0.11,26,0,0,0
14567,68392764,1,1357,1357,16.79,0.11,26,0,0,0
15029,68503046,1,1357,1357,16.79,0.11,26,0,0,0
15481,68605065,1,1357,1357,16.79,0.11,26,0,0,0
15937,68714753,1,1357,1357,16.79,0.11,26,0,0,0
16395,68817361,1,1357,1357,16.79,0.11,26,0,0,0
16890,68936499,1,1357,1357,16.79,0.11,26,0,0,0
17349,69041786,1,1357,1357,16.79,0.11,26,0,0,0
17799,69146808,1,1357,1357,16.79,0.11,26,0,0,0
18252,69248369,1,1357,1357,16.79,0.11,26,0,0,0
18753,69368775,1,1357,1357,16.78,0.11,26,0,0,0
19203,69475301,1,1357,1357,16.79,0.11,26,0,0,0
19656,69579152,1,1357,1357,16.78,0.11,26,0,0,0
20106,69684646,1,1357,1357,16.79,0.11,26,0,0,0
20608,69798074,1,1357,1357,16.78,0.11,26,0,0,0
21063,69906994,1,1357,1357,16.79,0.11,26,0,0,0
21516,70009258,1,1357,1357,16.79,0.11,26,0,0,0
21972,70119624,1,1357,1357,16.78,0.11,26,0,0,0
22468,70232334,1,1357,1357,16.79,0.11,26,0,0,0
22918,70335767,1,1357,1357,16.79,0.11,26,0,0,0
23374,70439837,1,1357,1357,16.78,0.11,26,0,0,0
23870,70555438,1,1357,1357,16.78,0.11,26,0,0,0
24324,70662031,1,1357,1357,16.78,0.11,26,0,0,0
24785,70770033,1,1357,1357,16.78,0.11,26,0,0,0
25207,70874833,1,1357,1357,16.79,0.11,26,0,0,0
25657,70977652,1,1357,1357,16.78,0.11,26,0,0,0
26154,71090913,1,1357,1357,16.79,0.11,26,0,0,0
26607,71196218,1,1366,1500,16.76,0.21,26,0,0,0
27057,71303647,1,1523,2042,16.64,0.51,26,0,0,0
27505,71410004,1,2074,2828,16.57,1.4,26,0,0,0
27958,71523169,1,2880,3414,16.52,1.61,26,0,0,0
28449,71635948,1,3482,4042,16.25,2.5,26,0,0,0
28898,71743236,1,4091,4571,15.86,4.78,26,0,0,0
29360,71853291,1,4643,5385,15.98,3.02,26,0,0,0
29807,71957009,1,5390,5471,16.12,2.73,26,1,0,0
30259,72065392,1,5468,5414,16.07,2.44,26,1,0,0
30746,72172738,1,5400,5157,16.13,1.92,26,1,0,0
31202,72283875,1,5151,5057,16.12,1.85,27,1,0,0
31703,72403439,1,5045,4942,16.16,1.56,27,1,0,0
32153,72512015,1,4915,4614,16.17,1.61,27,1,0,0
32603,72616494,1,4616,4671,16.04,1.63,27,1,0,0
33054,72725390,1,4696,4928,16,2.06,27,1,0,0
33509,72832415,1,4924,4857,15.98,1.75,27,1,0,0
33967,72946973,1,4858,4885,16.04,2.11,27,1,0,0
34467,73063429,1,4887,4914,15.99,1.74,26,1,0,0
34876,73165854,1,4917,4957,16.04,2.11,27,1,0,0
35331,73275829,1,4972,5100,15.98,2.17,27,1,0,0
35781,73381044,1,5106,5185,15.97,2.55,27,1,0,0
36280,73498226,1,5189,5228,15.97,2.13,27,1,0,0
36728,73604591,1,5213,5071,16.04,1.67,27,2,0,0
37179,73715608,1,5055,4914,15.91,1.78,27,2,0,0
37636,73821058,1,4912,4900,15.98,1.92,27,2,0,0
39893,74362154,1,4899,4642,15.98,1.4,27,2,0,0
40345,74471625,1,4643,4671,15.99,1.8,27,2,0,0
40840,74588477,1,4673,4700,15.87,1.93,27,2,0,0
41701,74801171,1,4703,4800,15.99,1.73,27,2,0,0
42146,74914732,1,4800,4800,15.89,2.13,27,2,0,0
42556,75013870,1,4801,4885,15.94,1.82,27,2,0,0
43042,75137840,1,4879,4828,15.94,1.87,27,2,0,0
43496,75245835,1,4830,4857,15.98,1.69,27,2,0,0
43901,75346610,1,4859,4914,15.97,1.86,27,2,0,0
44348,75455134,1,4916,4957,15.92,1.97,27,2,0,0
44791,75564874,1,4954,4928,15.94,1.96,27,2,0,0
45238,75677662,1,4937,5014,15.82,2.34,27,3,0,0
45690,75788396,1,5034,5242,15.88,2.37,27,3,0,0
46091,75890750,1,5251,5371,15.82,2.8,27,3,0,0
46540,75998780,1,5377,5528,15.84,2.9,27,3,0,0
46949,76104207,1,5527,5500,15.82,2.64,27,3,0,0
47882,76327907,1,5501,5528,15.9,2.4,27,3,0,0
48331,76433875,1,5512,5128,15.96,1.68,27,3,0,0
48775,76552413,1,5095,4885,16.07,1.69,27,3,0,0
49224,76656054,1,4859,4628,16.09,1.22,27,3,0,0
49664,76766244,1,4604,4400,16.08,1.28,27,3,0,0
50152,76885959,1,4373,4128,16.11,1.51,27,3,0,0
50561,76984000,1,4128,4200,16.1,2.06,27,3,0,0
51042,77100188,1,4197,4171,16.09,1.87,27,3,0,0
51492,77214066,1,4188,4342,16.08,2.13,27,3,0,0
51934,77322275,1,4339,4314,16.08,1.96,27,4,0,0
52341,77420136,1,4313,4300,16.08,1.57,27,4,0,0
52791,77531421,1,4297,4257,16.08,1.31,27,4,0,0
53240,77640456,1,4265,4457,15.98,1.69,27,4,0,0
53691,77755958,1,4457,4457,16.13,1.38,27,4,0,0
54097,77857148,1,4456,4442,16.05,1.58,27,4,0,0
54578,77972637,1,4451,4557,16.01,1.66,27,4,0,0
55027,78085625,1,4569,4671,16.07,1.54,27,4,0,0
55439,78185204,1,4670,4614,16.06,1.51,28,4,0,0
55886,78299428,1,4603,4500,16.07,1.33,27,4,0,0
56333,78405898,1,4502,4571,16.07,1.51,27,4,0,0
56809,78516440,1,4566,4500,16.01,1.41,27,4,0,0
57220,78618034,1,4500,4500,16.03,1.45,27,4,0,0
57671,78732891,1,4497,4457,16.08,1.51,28,4,0,0
58121,78838287,1,4457,4471,15.95,1.53,28,4,0,0
58570,78952179,1,4479,4600,16,1.75,28,4,0,0
59460,79173415,1,4606,4742,15.83,1.8,28,4,0,0
59908,79283838,1,4738,4700,15.88,1.72,28,4,0,0
60360,79395895,1,4709,4814,15.85,1.95,27,4,0,0
60764,79499002,1,4820,4900,15.79,1.85,28,5,0,0
61211,79604736,1,4899,4857,15.85,1.82,28,5,0,0
61701,79723313,1,4868,4985,15.84,1.8,28,5,0,0
62149,79830831,1,4979,4928,15.85,1.91,28,5,0,0
62554,79934377,1,4925,4871,15.85,1.83,27,5,0,0
62999,80042869,1,4869,4814,15.89,1.73,28,5,0,0
63440,80150872,1,4806,4700,15.86,2.14,28,5,0,0
63889,80257794,1,4700,4714,15.87,1.61,27,5,0,0
64338,80369865,1,4711,4685,15.88,2.18,27,5,0,0
64783,80480136,1,4687,4742,15.89,1.68,28,5,0,0
65232,80588617,1,4752,4857,15.91,1.81,28,5,0,0
65680,80697263,1,4852,4785,15.88,1.79,28,5,0,0
66125,80803232,1,4780,4685,15.91,1.69,28,5,0,0
66576,80916288,1,4694,4814,15.89,1.8,28,5,0,0
66986,81018615,1,4812,4785,15.88,1.79,28,5,0,0
67430,81127231,1,4786,4814,15.92,2.03,28,5,0,0
67887,81239824,1,4809,4742,15.91,1.91,28,5,0,0
68786,81467741,1,4755,5028,15.84,2.65,28,5,0,0
69225,81568190,1,5040,5314,15.97,2.5,28,6,0,0
69716,81689831,1,5306,5228,15.93,1.92,28,6,0,0
70126,81791569,1,5219,4785,15.94,1.08,28,6,0,0
70576,81904862,1,4717,4071,15.98,0.66,28,6,0,0
71024,82010218,1,4067,3814,15.8,2.73,28,6,0,0
71468,82120055,1,3824,4100,15.86,2.41,28,6,0,0
71914,82226295,1,4100,4128,15.75,2.22,28,6,0,0
72400,82344208,1,4117,4000,15.81,1.89,28,6,0,0
72883,82458229,1,4017,4257,15.83,3.2,28,6,0,0
73270,82563671,1,4257,4257,15.84,2.84,28,6,0,0
73721,82677603,1,4281,4628,15.8,1.75,28,6,0,0
74128,82779876,1,4602,4285,15.97,1.34,28,6,0,0
74575,82886823,1,4285,4357,15.98,1.17,28,6,0,0
75022,82995150,1,4350,4200,15.94,1.32,28,6,0,0
75475,83111429,1,4211,4328,15.98,1.78,28,6,0,0
75926,83219883,1,4351,4585,15.93,1.65,28,6,0,0
76330,83322760,1,4587,4628,15.97,1.67,28,6,0,0
77222,83548964,1,4628,4642,15.89,1.87,28,7,0,0
77674,83653285,1,4648,4714,15.88,1.58,28,7,0,0
78118,83759776,1,4716,4742,15.86,1.53,28,7,0,0
78529,83859265,1,4737,4528,15.91,1.32,28,7,0,0
78976,83969961,1,4524,4442,15.85,1.43,28,7,0,0
79417,84077863,1,4439,4400,15.76,1.27,28,7,0,0
79908,84199202,1,4394,4342,15.9,1.38,28,7,0,0
80307,84299767,1,4342,4357,15.85,1.35,28,7,0,0
80759,84405192,1,4355,4271,15.92,1.3,28,7,0,0
81241,84525828,1,4286,4500,15.86,2.04,28,7,0,0
81691,84634656,1,4509,4600,15.83,1.63,28,7,0,0
82101,84739809,1,4587,4414,15.88,1.17,28,7,0,0
82549,84849165,1,4390,4185,15.95,0.83,28,7,0,0
82993,84959440,1,4190,4285,15.86,2.06,28,7,0,0
83445,85066872,1,4286,4300,15.94,1.49,28,7,0,0
83849,85172313,1,4292,3957,15.97,1.61,28,7,0,0
84752,85397837,1,3956,3914,15.89,2.02,28,7,0,0
85194,85507788,1,3934,4100,15.97,2.17,28,7,0,0
85643,85615834,1,4137,4542,15.88,2.21,28,8,0,0
