LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
185,21376789,0,-0.51,0,-1.37,355.19,355.21,0,0.01,3
408,21442252,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
980,21558785,0,-0.51,0,-1.37,355.21,355.23,0,0.01,3
1517,21780618,0,-0.51,0,-1.37,355.23,355.24,0,0.01,3
1557,21791227,0,-0.51,0,-1.37,355.23,355.25,0,0.01,3
1599,21800933,0,-0.51,0,-1.37,355.23,355.25,0,0.01,3
1636,21811553,0,-0.51,0,-1.37,355.23,355.25,0,0.01,3
1677,21821406,0,-0.51,0,-1.37,355.23,355.25,0,0.01,3
1718,21831825,0,-0.51,0,-1.37,355.23,355.24,0,0.01,3
1764,21842414,0,-0.51,0,-1.37,355.23,355.24,0,0.01,3
1804,21852886,0,-0.51,0,-1.37,355.22,355.24,0,0.01,3
1845,21862837,0,-0.51,0,-1.37,355.22,355.24,0,0.01,3
1886,21872822,0,-0.51,0,-1.38,355.22,355.23,0,0.01,3
1926,21883273,0,-0.51,0,-1.38,355.21,355.23,0,0.01,3
1969,21893429,0,-0.51,0,-1.38,355.21,355.22,0,0.01,3
2011,21904477,0,-0.51,0,-1.38,355.21,355.22,0,0.01,3
2052,21914847,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2092,21925085,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2133,21934661,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2182,21945570,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2222,21955705,0,-0.51,0,-1.36,355.2,355.22,0,0.01,3
2263,21965298,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2303,21975836,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2344,21985695,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2381,21996291,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2422,22006334,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2464,22016560,0,-0.51,0,-1.37,355.2,355.22,0,0.01,3
2505,22025878,0,-0.5,0,-1.38,355.2,355.21,0,0.01,3
2546,22036279,0,-0.5,0,-1.37,355.2,355.21,0,0.01,3
2590,22046834,0,-0.51,0,-1.37,355.19,355.21,0,0.01,3
2632,22056591,0,-0.51,0,-1.37,355.19,355.21,0,0.01,3
2672,22066694,0,-0.51,0,-1.37,355.19,355.21,0,0.01,3
2713,22077041,0,-0.51,0,-1.37,355.19,355.21,0,0.01,3
2755,22086563,0,-0.51,0,-1.37,355.2,355.21,0,0.01,3
