LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
185,15037020,0,0.00210223,-0.003517679,-0.002962088,-0.2289461,0.2518552,-9.755046999999999,0,0,44.82954,1,1,8008,4004
216,15039579,0,0.001380966,-0.002812557,-0.001937099,-0.2309745,0.2477975,-9.75461,0,0,44.82939,1,1,8008,4004
288,15071017,0,0.001758396,0.0002154599,0.000722966,-0.2367233,0.2398192,-9.790744999999999,0,0,44.82969,1,1,8008,4004
319,15073159,0,0.0004141118,-0.0002579267,0.0002472507,-0.2343984,0.2392437,-9.795954999999999,0,0,44.82975,1,1,8008,4004
399,15090845,0,0.003893359,0.001427524,0.0006645364,-0.2227342,0.2597191,-9.768929,0,0,44.83025,1,1,8008,4004
514,15112284,0,-0.00105621,0.001363291,0.002893565,-0.2506789,0.245949,-9.713685,0,0,44.83144,1,1,8008,4004
630,15132723,0,0.001949598,0.0008061294,0.001302068,-0.2175251,0.2712063,-9.726561999999999,0,0,44.83302,1,1,8008,4004
743,15149017,0,5.578077e-05,0.001506478,-0.0006872286,-0.2296784,0.266447,-9.729918,0,0,44.83379,1,1,8008,4004
856,15164609,0,0.001140813,-0.0006294252,-0.0006801313,-0.2230663,0.2788684,-9.742805000000001,0,0,44.83406,1,1,8008,4004
969,15182013,0,0.000176941,0.000143148,-0.001195498,-0.2190571,0.2552333,-9.770451,0,0,44.83376,1,1,8008,4004
1082,15203857,0,0.001041456,-0.002345776,0.00208591,-0.2245177,0.2474235,-9.760263,0,0,44.83408,1,1,8008,4004
1197,15256035,0,-0.0006952633,0.0006963058,0.003962887,-0.2184263,0.2238505,-9.761786000000001,0,0,44.83443,1,1,8008,4004
1200,15259852,0,-0.000364488,-0.0003612133,0.003816226,-0.2234547,0.2298376,-9.75732,0,0,44.83452,1,1,8008,4004
1309,15329590,0,0.002366036,-0.001393254,-0.00271195,-0.2360642,0.26341,-9.760472999999999,0,0,44.83654,1,1,8008,4004
1403,15386314,0,4.083382e-05,0.001292345,0.001380941,-0.2346233,0.2608185,-9.767922,0,0,44.83884,1,1,8008,4004
1492,15400621,0,-0.0004615723,0.001123626,0.0004136046,-0.2415978,0.2540494,-9.760242,0,0,44.83892,1,1,8008,4004
1584,15415571,0,-0.0003806025,0.001347476,0.0004868485,-0.2336429,0.2505254,-9.765385999999999,0,0,44.83893,1,1,8008,4004
1616,15418088,0,-0.0009989230999999999,0.001624612,0.0006013583,-0.2319919,0.2478445,-9.760878,0,0,44.83891,1,1,8008,4004
1656,15421315,0,-0.001432769,0.0004172493,0.0004371683,-0.2299488,0.2462657,-9.757477,0,0,44.83889,1,1,8008,4004
1659,15423801,0,-0.001635899,-0.0002852186,-0.0001221435,-0.2303349,0.2454364,-9.757192999999999,0,0,44.83888,1,1,8008,4004
1662,15425931,0,-0.0009213916,0.0007767187,-0.0006988274,-0.2320971,0.2432385,-9.758971000000001,0,0,44.83886,1,1,8008,4004
1694,15428680,0,-0.0005683335,0.001056376,-0.001091781,-0.2316666,0.2399794,-9.759969999999999,0,0,44.83885,1,1,8008,4004
1697,15431597,0,-0.001335533,-0.000116365,-0.001108757,-0.2292616,0.2336986,-9.762513,0,0,44.83883,1,1,8008,4004
1700,15433929,0,-0.002304896,-0.0003932701,-0.0001224908,-0.2265751,0.2287088,-9.764201999999999,0,0,44.83881,1,1,8008,4004
1704,15436260,0,-0.002163249,0.0001554233,-0.0005543697,-0.2242378,0.2269065,-9.763593999999999,0,0,44.83881,1,1,8008,4004
1735,15438721,0,-0.001638869,0.001147958,-0.0009283608,-0.2203397,0.2269111,-9.760522,0,0,44.83879,1,1,8008,4004
1738,15441028,0,-0.0006957469,0.001000479,-0.0005354927,-0.2130293,0.2302787,-9.759185,0,0,44.83877,1,1,8008,4004
1741,15444052,0,-0.0008270886,-0.0004811308,0.0006653747,-0.2073106,0.2356812,-9.76244,0,0,44.83876,1,1,8008,4004
1744,15446294,0,-0.001720097,-0.001552687,0.0007569028,-0.2036719,0.2377419,-9.764887,0,0,44.83875,1,1,8008,4004
1776,15448620,0,-0.002296152,-0.001980185,-0.0001727323,-0.1992596,0.2390152,-9.768184,0,0,44.83874,1,1,8008,4004
