LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
194,100971237,0,-0.39,0.55,12.45,-0.0137342,0.004492719,-0.005988523,-0.02787179,-0.03118849,0.5458285,1.438311,-0.01,0,0,95.52
759,101112539,0,-0.39,0.55,12.45,-0.01319241,0.004255352,-0.007882152,-0.01887479,-0.03515624,0.5464168,1.435006,-0.01,0,0,95.52
1294,101364862,0,-0.39,0.54,12.45,-0.01037149,0.003934391,-0.4961323,-0.4511957,-0.03965181,0.5457765,1.379826,-0.01,0,0,95.52
1485,101399064,0,-0.39,0.54,12.45,-0.009905271,0.003497749,-0.4957308,-0.4694863,-0.04034359,0.5455481,1.362384,-0.01,0,0,95.52
1582,101421115,0,-0.39,0.54,12.45,-0.009923247,0.003477563,-0.4954221,-0.4811158,-0.04065407,0.5455148,1.351263,-0.01,0,0,95.52
1627,101431201,0,-0.39,0.54,12.45,-0.009620343999999999,0.0032797,-0.495375,-0.485999,-0.04083414,0.5454434,1.346096,-0.01,0,0,95.52
1671,101441277,0,-0.39,0.54,12.45,-0.009243322999999999,0.003152446,-0.4954268,-0.4905781,-0.04100283,0.5453755,1.340939,-0.01,0,0,95.52
1718,101451298,0,-0.39,0.55,12.45,-0.008749111,0.003011106,-0.4955536,-0.4947942,-0.04115568,0.545309,1.335641,-0.01,0,0,95.52
1759,101462679,0,-0.39,0.54,12.45,-0.008006823999999999,0.002765387,-0.4940598,-0.4951952,-0.04129308,0.5452021,1.332679,-0.01,0,0,95.52
1800,101473397,0,-0.4,0.54,12.45,-0.007454267,0.002628279,-0.4927005,-0.483881,-0.04139768,0.545094,1.330583,-0.01,0,0,95.52
1843,101483484,0,-0.4,0.54,12.45,-0.006819033,0.002399557,-0.4914639,-0.4670797,-0.04148738,0.5449897,1.328374,-0.01,0,0,95.52
1890,101493982,0,-0.4,0.54,12.45,-0.005883835,0.00228583,-0.4900205,-0.442565,-0.04156696,0.5448916,1.325567,-0.01,0,0,95.52
1932,101504629,0,-0.4,0.54,12.45,-0.005635843,0.002217407,-0.4897663,-0.4178859,-0.04162437,0.5449142,1.320673,-0.01,0,0,95.52
1977,101514526,0,-0.4,0.54,12.45,-0.004766371,0.001944055,-0.4886285,-0.3952611,-0.04167587,0.5448152000000001,1.31827,-0.01,0,0,95.52
2021,101524424,0,-0.4,0.54,12.45,-0.004274296,0.0018105,-0.487437,-0.3738976,-0.04171347,0.5447191,1.315771,-0.01,0,0,95.52
2064,101534719,0,-0.4,0.53,12.45,-0.003834153,0.00153518,-0.4865673,-0.3536423,-0.04174468,0.5446265,1.312678,-0.01,0,0,95.52
2107,101544849,0,-0.4,0.54,12.45,-0.003329749,0.001276643,-0.4859263,-0.339073,-0.04176164,0.5445347,1.309985,-0.01,0,0,95.52
2149,101555697,0,-0.4,0.54,12.45,-0.003230836,0.001267149,-0.4859186,-0.324115,-0.04179404,0.5445474,1.305131,-0.01,0,0,95.52
2192,101565706,0,-0.39,0.54,12.45,-0.002601043,0.001168605,-0.4850142,-0.3123049,-0.04179693,0.544457,1.302362,-0.01,0,0,95.52
2234,101575696,0,-0.39,0.54,12.46,-0.002081714,0.001075354,-0.4840707,-0.302514,-0.04178962,0.5443704,1.299512,-0.01,0,0,95.52
2277,101585701,0,-0.39,0.54,12.46,-0.001565956,0.000892593,-0.4833464,-0.2942727,-0.04177184,0.5442863,1.296581,-0.01,0,0,95.52
2323,101595685,0,-0.39,0.54,12.46,-0.0009676835,0.0006759006,-0.4829046,-0.2886116,-0.04174523,0.5442049,1.293572,-0.01,0,0,95.52
2366,101605754,0,-0.39,0.53,12.46,-0.0004748606,0.0005748988,-0.4823629,-0.2850023,-0.04170939,0.544125,1.290491,-0.01,0,0,95.52
2409,101615860,0,-0.39,0.53,12.46,2.529635e-05,0.0004376043,-0.4815473,-0.281421,-0.04166576,0.5440487000000001,1.286859,-0.01,0,0,95.52
2451,101626529,0,-0.39,0.53,12.46,0.0002134027,0.000264141,-0.4815915,-0.2793042,-0.0416649,0.5440521,1.282049,-0.01,0,0,95.52
2497,101636521,0,-0.39,0.53,12.46,0.0006591309,4.646485e-05,-0.4807643,-0.2797391,-0.04160856,0.5439745,1.278743,-0.01,0,0,95.52
2533,101648067,0,-0.4,0.53,12.46,0.0009014347,-0.0002599495,-0.4788224,-0.2756959,-0.04183087,0.5438018,1.277025,-0.01,0,0,95.52
2577,101658308,0,-0.4,0.53,12.46,0.001113598,-0.0003561592,-0.4771698,-0.2647445,-0.04203666,0.5436341,1.276104,-0.01,0,0,95.52
2622,101668875,0,-0.4,0.53,12.46,0.001459869,-0.0005208221,-0.4755608,-0.2512556,-0.04222631,0.5434709,1.274559,-0.01,0,0,95.52
2667,101679517,0,-0.4,0.53,12.46,0.001593761,-0.0007837147,-0.4742994,-0.2371477,-0.04240132,0.543312,1.273337,-0.01,0,0,95.52
2711,101689508,0,-0.4,0.54,12.46,0.001881492,-0.0009493353,-0.4728687,-0.2237074,-0.04256226,0.5431566,1.271974,-0.01,0,0,95.52
2760,101699740,0,-0.4,0.54,12.46,0.002236737,-0.00115262,-0.4715069,-0.2078038,-0.0427066,0.5430042,1.270004,-0.01,0,0,95.52
2805,101710822,0,-0.4,0.54,12.46,0.002412861,-0.001083231,-0.4713718,-0.1930755,-0.04268101,0.5429922,1.264824,-0.01,0,0,95.52
2849,101720393,0,-0.4,0.54,12.46,0.002714988,-0.001296606,-0.4701451,-0.1832689,-0.04281231,0.5428429,1.263218,-0.01,0,0,95.52
2896,101730378,0,-0.4,0.54,12.46,0.002972077,-0.001518807,-0.4691038,-0.1760921,-0.04293114,0.5426961,1.261492,-0.01,0,0,95.52
2940,101741006,0,-0.39,0.54,12.46,0.003405462,-0.001678025,-0.4680244,-0.1704953,-0.04303703,0.5425522,1.259516,-0.01,0,0,95.52
2985,101751362,0,-0.39,0.54,12.46,0.003689298,-0.001880882,-0.4667625,-0.1690139,-0.04313178,0.5424112,1.257438,-0.01,0,0,95.52
3030,101761654,0,-0.39,0.54,12.46,0.003991263,-0.002126186,-0.4657504,-0.1701066,-0.04321615,0.5422722,1.255261,-0.01,0,0,95.52
3075,101771827,0,-0.39,0.54,12.46,0.004272755,-0.002438493,-0.4650812,-0.1717824,-0.04328489,0.5421327,1.252518,-0.01,0,0,95.52
3120,101782746,0,-0.39,0.54,12.46,0.00458123,-0.002727807,-0.4641908,-0.1744149,-0.04334353,0.5419942,1.249679,-0.01,0,0,95.52
3166,101793369,0,-0.39,0.54,12.46,0.00484851,-0.00269571,-0.4641181,-0.1774388,-0.04329656,0.5419671,1.245043,-0.01,0,0,95.52
3216,101803531,0,-0.39,0.54,12.46,0.005167963,-0.002780998,-0.4631333,-0.1831396,-0.04334737,0.5418326999999999,1.242592,-0.01,0,0,95.52
3261,101813833,0,-0.39,0.54,12.46,0.00545591,-0.002988636,-0.4621086,-0.1915458,-0.0433832,0.5416974,1.239599,-0.01,0,0,95.52
3305,101823877,0,-0.4,0.54,12.46,0.005719319,-0.002898304,-0.4612064,-0.2000853,-0.0434161,0.5415683999999999,1.236988,-0.01,0,0,95.52
3351,101833982,0,-0.4,0.54,12.46,0.005974386,-0.003164192,-0.4600846,-0.2100205,-0.04344132,0.5414425,1.234302,-0.01,0,0,95.52
3397,101844701,0,-0.4,0.54,12.46,0.006141445,-0.003043351,-0.4599915,-0.2186117,-0.04338063,0.5414114,1.229706,-0.01,0,0,95.52
3437,101856225,0,-0.4,0.54,12.46,0.006519717,-0.00373197,-0.4578185,-0.2194478,-0.04348607,0.5410557,1.228762,-0.01,0,0,95.52
3483,101866274,0,-0.4,0.54,12.46,0.00678265,-0.004172722,-0.4561696,-0.2129709,-0.04359012,0.5407110000000001,1.228557,-0.01,0,0,95.52
3527,101876238,0,-0.4,0.54,12.45,0.007193609,-0.004637755,-0.4545622,-0.203326,-0.04367977,0.5403732,1.228177,-0.01,0,0,95.52
3572,101886220,0,-0.4,0.53,12.45,0.007438547,-0.005091336,-0.4531052,-0.198277,-0.04375799,0.5400402,1.227646,-0.01,0,0,95.52
3617,101896868,0,-0.4,0.53,12.45,0.007880448,-0.005677733,-0.4515182,-0.1871095,-0.04381479,0.5397057,1.226502,-0.01,0,0,95.52
3666,101907624,0,-0.39,0.53,12.45,0.008142882000000001,-0.005940414,-0.4513715,-0.1746178,-0.04373473,0.5396476,1.221993,-0.01,0,0,95.52
3711,101917617,0,-0.39,0.53,12.45,0.008392617999999999,-0.006428483,-0.449923,-0.1650459,-0.04378283,0.5393153000000001,1.221175,-0.01,0,0,95.52
3755,101927781,0,-0.39,0.53,12.45,0.008789882000000001,-0.006814625,-0.4485029,-0.1573335,-0.04381085,0.5389799,1.219768,-0.01,0,0,95.52
3804,101938724,0,-0.39,0.54,12.45,0.009142627,-0.007383022,-0.4471781,-0.1566975,-0.04383688,0.5386541,1.218688,-0.01,0,0,95.52
3851,101951759,0,-0.39,0.54,12.45,0.009816515,-0.007852428,-0.4458554,-0.1503447,-0.04381083,0.5383,1.215633,-0.01,0,0,95.52
3896,101962717,0,-0.39,0.54,12.45,0.01036781,-0.008342855999999999,-0.4445617,-0.151228,-0.04379991,0.5379699999999999,1.213802,-0.01,0,0,95.52
3940,101973266,0,-0.39,0.54,12.45,0.01080859,-0.008390559000000001,-0.4446455,-0.1508654,-0.04369381,0.5378863,1.209361,-0.01,0,0,95.52
3986,101983650,0,-0.39,0.54,12.45,0.01114502,-0.008887358999999999,-0.4435685,-0.1527365,-0.04367564,0.5375637,1.207868,-0.01,0,0,95.52
4033,101993425,0,-0.39,0.54,12.45,0.01147501,-0.009191230999999999,-0.4425366,-0.1532365,-0.04364647,0.5372440000000001,1.206256,-0.01,0,0,95.52
4077,102003805,0,-0.4,0.54,12.45,0.01175434,-0.009584547000000001,-0.4414206,-0.1564885,-0.04360807,0.5369286,1.204534,-0.01,0,0,95.52
4128,102013846,0,-0.4,0.54,12.45,0.01229161,-0.009749855999999999,-0.4402082,-0.1608082,-0.04356027,0.536617,1.202708,-0.01,0,0,95.52
4172,102023888,0,-0.4,0.54,12.45,0.01260144,-0.009784375999999999,-0.4401981,-0.1665348,-0.0434361,0.5365196,1.198311,-0.01,0,0,95.52
4217,102033804,0,-0.4,0.54,12.45,0.0130567,-0.01002368,-0.439005,-0.1733956,-0.04337487,0.5362103,1.196404,-0.01,0,0,95.52
