LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
2045,101528690,0,0,0,16.36,0.05,34,0,0,0
2475,101630716,0,0,0,16.36,0.05,34,0,0,0
2969,101747527,0,0,0,16.36,0.05,34,0,0,0
3423,101855244,0,0,0,16.36,0.04,34,0,0,0
3880,101958811,0,0,0,16.36,0.04,34,0,0,0
4370,102068222,0,0,0,16.36,0.04,34,0,0,0
4828,102176078,0,0,0,16.36,0.04,34,0,0,0
5240,102274635,0,0,0,16.36,0.04,34,0,0,0
5736,102387949,0,0,0,16.36,0.05,34,0,0,0
6178,102493989,0,0,0,16.36,0.05,34,0,0,0
6616,102598209,0,0,0,16.36,0.04,34,0,0,0
7052,102705873,0,0,0,16.36,0.04,34,0,0,0
7548,102818407,0,0,0,16.36,0.04,34,0,0,0
7997,102923401,0,5,128,16.36,0.05,34,0,0,0
8500,103037743,0,161,514,16.33,0.09999999,34,0,0,0
8952,103142939,0,543,971,16.34,0.16,34,0,0,0
9410,103247760,0,988,1214,16.33,0.14,34,0,0,0
9865,103355697,0,1216,1271,16.35,0.12,34,0,0,0
10354,103469479,0,1274,1314,16.34,0.11,34,0,0,0
10809,103574800,0,1315,1328,16.35,0.11,34,0,0,0
11224,103679654,0,1328,1328,16.34,0.11,34,0,0,0
11699,103791521,0,1328,1328,16.35,0.11,34,0,0,0
12136,103894992,0,1328,1328,16.34,0.11,34,0,0,0
12636,104009467,0,1328,1328,16.34,0.11,34,0,0,0
13086,104111179,0,1328,1342,16.35,0.11,34,0,0,0
13828,104323112,0,1342,1342,16.34,0.11,34,0,0,0
14326,104437481,0,1341,1328,16.34,0.11,34,0,0,0
14774,104540048,0,1328,1328,16.35,0.11,34,0,0,0
15229,104645635,0,1328,1328,16.35,0.11,34,0,0,0
15726,104762248,0,1328,1328,16.33,0.11,34,0,0,0
16172,104867177,0,1328,1328,16.34,0.11,34,0,0,0
16607,104971616,0,1328,1328,16.34,0.11,34,0,0,0
17047,105079869,0,1328,1328,16.35,0.11,34,0,0,0
18029,105301021,0,1328,1328,16.33,0.11,34,0,0,0
18483,105404527,0,1328,1342,16.34,0.11,34,0,0,0
18985,105521647,0,1340,1328,16.33,0.11,34,0,0,0
19444,105629429,0,1329,1342,16.34,0.11,34,0,0,0
19858,105730314,0,1342,1342,16.34,0.11,34,0,0,0
20358,105848196,0,1340,1328,16.34,0.11,34,0,0,0
20811,105953803,0,1328,1328,16.33,0.11,34,0,0,0
21263,106059629,0,1328,1328,16.35,0.11,34,0,0,0
21702,106165057,0,1328,1342,16.33,0.15,34,0,0,0
22142,106273132,0,1361,1642,16.31,0.29,34,0,0,0
22598,106377814,0,1687,2285,16.21,0.6899999999999999,34,0,0,0
23017,106485631,0,2297,2600,16.16,0.85,34,1,0,0
23472,106595475,0,2614,2757,16.2,1.31,34,1,0,0
23923,106701499,0,2783,3328,16.01,1.97,34,1,0,0
24419,106814836,0,3388,4042,15.9,2.62,35,1,0,0
24798,106915076,0,4052,4514,15.86,3.84,34,1,0,0
25252,107021707,0,4527,5185,15.81,3.33,34,1,0,0
25713,107136109,0,5207,5528,15.62,4.03,35,1,0,0
26169,107243037,0,5567,6114,15.72,4.16,34,1,0,0
26601,107353705,0,6126,6314,15.76,4.11,35,1,0,0
27076,107470606,0,6292,6100,15.87,4.03,35,1,0,0
27486,107566485,0,6110,6314,15.73,5.02,35,1,0,0
27944,107679521,0,6329,6557,15.75,4.91,35,2,0,0
28395,107783468,0,6555,6514,15.77,4.72,35,2,0,0
28848,107894572,0,6519,6628,15.76,4.78,35,2,0,0
29757,108112498,0,6629,6700,15.71,5.25,35,2,0,0
30212,108217504,0,6698,6628,15.79,4.79,35,2,0,0
30706,108336499,0,6613,6471,15.72,4.5,35,2,0,0
