LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
203,100971237,1,-0.03,0.95,13.33,-0.1849472,-0.05807636,0.0209856,-0.01770695,-0.1627312,0.4968789,1.462597,-0.13,0.66,0.04,95.59
768,101112539,1,-0.04,0.9399999999999999,13.33,-0.1849301,-0.05902708,0.02275008,-0.0002450685,-0.1699038,0.4962094,1.4617,-0.13,0.64,0.04,95.59
1303,101364862,1,-0.07000000000000001,1,13.32,-0.1828071,-0.05682613,-0.4633611,-0.4338025,-0.1776803,0.4950977,1.410343,-0.12,0.59,0.04,95.59
1494,101399064,1,-0.06,1,13.32,-0.1815668,-0.05446911,-0.4613932,-0.4535081,-0.1778525,0.4953432,1.393592,-0.12,0.59,0.04,95.59
1591,101421115,1,-0.05,1,13.32,-0.1786736,-0.05300353,-0.4623148,-0.4684927,-0.1762741,0.49609,1.382494,-0.12,0.6,0.04,95.59
1636,101431201,1,-0.05,1,13.33,-0.1781898,-0.05301915,-0.4615043,-0.47343,-0.175533,0.4964403,1.377385,-0.12,0.6,0.04,95.59
1680,101441277,1,-0.05,1,13.33,-0.1766664,-0.05281837,-0.4612567,-0.4784258,-0.174899,0.496745,1.372186,-0.12,0.6,0.04,95.59
1727,101451298,1,-0.05,1,13.33,-0.1752524,-0.05198897,-0.4609361,-0.4829242,-0.1743783,0.4970048,1.366958,-0.12,0.6,0.04,95.59
1768,101462679,1,-0.05,1,13.33,-0.174947,-0.05252102,-0.4598439,-0.4872996,-0.1762938,0.496432,1.361922,-0.12,0.6,0.04,95.59
1807,101473397,1,-0.05,1,13.34,-0.1719766,-0.05118728,-0.4594195,-0.481501,-0.1743624,0.497137,1.35953,-0.12,0.6,0.04,95.59
1850,101483484,1,-0.05,1,13.33,-0.1685563,-0.05015116,-0.459766,-0.4675784,-0.1724199,0.497837,1.357474,-0.12,0.6,0.04,95.59
1897,101493982,1,-0.05,0.99,13.33,-0.1649287,-0.04952597,-0.4584224,-0.4474159,-0.1706392,0.4984746,1.355236,-0.12,0.6,0.04,95.59
1941,101504629,1,-0.05,0.99,13.33,-0.1623704,-0.05001969,-0.4567735,-0.4243862,-0.1691548,0.4990093,1.352461,-0.12,0.61,0.04,95.59
1984,101514526,1,-0.06,0.99,13.33,-0.1593685,-0.04939335,-0.4555294,-0.4037953,-0.1676275,0.4995446,1.350097,-0.12,0.61,0.04,95.59
2028,101524424,1,-0.06,0.99,13.33,-0.1605738,-0.04967112,-0.4562924,-0.3826863,-0.1692021,0.4990556,1.345606,-0.12,0.61,0.04,95.59
2071,101534719,1,-0.06,0.99,13.33,-0.1568324,-0.04881265,-0.4539458,-0.359356,-0.1679232,0.4994958,1.342752,-0.12,0.61,0.04,95.59
2114,101544849,1,-0.05,0.99,13.33,-0.1540938,-0.04775877,-0.4524858,-0.3387765,-0.1666311,0.4999379,1.340188,-0.12,0.61,0.04,95.59
2156,101555697,1,-0.05,0.98,13.33,-0.1533977,-0.04584488,-0.4514577,-0.3248988,-0.1654205,0.5003609,1.337607,-0.12,0.61,0.04,95.59
2199,101565706,1,-0.05,0.98,13.33,-0.1521496,-0.04454651,-0.4518564,-0.3140327,-0.1643448,0.5007493,1.334948,-0.12,0.61,0.04,95.59
2241,101575696,1,-0.05,0.98,13.33,-0.1505354,-0.04421921,-0.4495092,-0.3003899,-0.1634105,0.5010962,1.332166,-0.12,0.61,0.04,95.59
2284,101585701,1,-0.05,0.98,13.33,-0.1505835,-0.04501009,-0.4509605,-0.2907038,-0.164906,0.5006516,1.327681,-0.12,0.61,0.04,95.59
2330,101595685,1,-0.05,0.98,13.33,-0.1485802,-0.04413085,-0.4491472,-0.2815097,-0.1640531,0.5009563,1.324823,-0.12,0.61,0.04,95.59
2373,101605754,1,-0.05,0.98,13.33,-0.1496808,-0.0439423,-0.4500663,-0.2801817,-0.1655345,0.5005164,1.320355,-0.12,0.61,0.04,95.59
2416,101615860,1,-0.05,0.98,13.33,-0.1482669,-0.04274818,-0.4479664,-0.2775021,-0.1648751,0.5007747,1.317045,-0.12,0.61,0.04,95.59
2458,101626529,1,-0.04,0.98,13.33,-0.1456115,-0.04183947,-0.4465412,-0.2753196,-0.16418,0.5010383,1.314119,-0.12,0.61,0.04,95.59
2504,101636521,1,-0.04,0.97,13.33,-0.144309,-0.04267879,-0.446418,-0.2752737,-0.1635798,0.5012659,1.311137,-0.12,0.61,0.04,95.59
