LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1614,101429859,1,0,0,16.51,0.04,27,0,0,0
2088,101539425,1,0,0,16.51,0.04,27,0,0,0
3014,101757603,1,0,0,16.51,0.04,27,0,0,0
3470,101865023,1,0,0,16.51,0.04,27,0,0,0
3969,101980193,1,0,0,16.51,0.04,27,0,0,0
4418,102080154,1,0,0,16.51,0.04,27,0,0,0
4874,102186423,1,0,0,16.52,0.04,27,0,0,0
5330,102295610,1,0,0,16.51,0.04,27,0,0,0
5825,102409003,1,0,0,16.52,0.04,27,0,0,0
6266,102514446,1,0,0,16.51,0.04,27,0,0,0
6701,102618021,1,0,0,16.51,0.04,27,0,0,0
7142,102726019,1,0,0,16.51,0.04,27,0,0,0
7643,102839177,1,0,0,16.51,0.04,27,0,0,0
8091,102942960,1,12,214,16.51,0.05,27,0,0,0
8551,103048342,1,232,614,16.5,0.09999999,27,0,0,0
9045,103162487,1,645,1000,16.48,0.16,27,0,0,0
9499,103271082,1,1020,1228,16.51,0.12,27,0,0,0
9954,103376013,1,1234,1300,16.5,0.12,27,0,0,0
10400,103479645,1,1301,1328,16.49,0.11,27,0,0,0
10898,103595467,1,1328,1328,16.51,0.11,27,0,0,0
11310,103699827,1,1328,1328,16.51,0.11,27,0,0,0
11742,103801873,1,1328,1342,16.5,0.11,27,0,0,0
12225,103916237,1,1342,1342,16.5,0.11,27,0,0,0
12681,104019685,1,1341,1328,16.5,0.11,27,0,0,0
13175,104132947,1,1328,1328,16.5,0.11,27,0,0,0
13468,104236791,1,1328,1342,16.5,0.11,27,0,0,0
13919,104344691,1,1341,1328,16.51,0.11,27,0,0,0
14414,104457661,1,1328,1328,16.51,0.11,27,0,0,0
14863,104561200,1,1328,1328,16.5,0.11,27,0,0,0
15318,104670076,1,1328,1328,16.5,0.11,27,0,0,0
15771,104772451,1,1328,1328,16.5,0.11,27,0,0,0
16258,104888508,1,1328,1328,16.5,0.11,27,0,0,0
16692,104991471,1,1328,1328,16.5,0.11,27,0,0,0
17138,105100465,1,1328,1328,16.5,0.11,27,0,0,0
17631,105208268,1,1328,1342,16.5,0.11,27,0,0,0
18124,105321637,1,1342,1342,16.5,0.11,27,0,0,0
