LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
199,12923301,1,2.38,-1.21,7.91,0.02970287,0.01153732,0.01558058,-0.3116431,0,0,0.5736274,-0.05,0.29,-0.22,0
995,13118095,1,2.39,-1.2,8.06,0.03564445,0.01274938,-0.008805179999999999,-0.2012226,0,0,0.5334079,-0.05,0.26,-0.22,0
1107,13166495,1,2.4,-1.2,8.09,0.03549959,0.01759313,-0.07443952,-0.2100755,0,0,0.5248287,-0.05,0.26,-0.21,0
1493,13333120,1,2.4,-1.18,8.18,0.03800202,0.02281937,-0.4017923,-0.540813,0,0,0.4570827,-0.05,0.25,-0.22,0
1569,13344185,1,2.4,-1.19,8.19,0.0381115,0.02327218,-0.4032387,-0.553941,0,0,0.4493016,-0.05,0.25,-0.22,0
1610,13354564,1,2.4,-1.18,8.210000000000001,0.03866109,0.02356969,-0.404046,-0.5663766,0,0,0.4417096,-0.05,0.25,-0.22,0
1650,13364565,1,2.4,-1.18,8.220000000000001,0.03725076,0.02457857,-0.4062552,-0.5787414,0,0,0.4346539,-0.05,0.25,-0.22,0
1694,13375491,1,2.4,-1.18,8.23,0.03648057,0.02374787,-0.4074097,-0.5942776,0,0,0.4301715,-0.05,0.25,-0.22,0
1735,13386106,1,2.39,-1.18,8.23,0.03652484,0.02394703,-0.4088659,-0.6083596999999999,0,0,0.4216427,-0.04,0.25,-0.22,0
1775,13396015,1,2.39,-1.18,8.24,0.03688398,0.02477636,-0.4113396,-0.6164054,0,0,0.4131989,-0.04,0.24,-0.24,0
1818,13406910,1,2.39,-1.18,8.25,0.03630455,0.02586588,-0.4118949,-0.6334708,0,0,0.4086497,-0.04,0.24,-0.24,0
1862,13416958,1,2.39,-1.18,8.27,0.0347799,0.02670545,-0.4151536,-0.6455261,0,0,0.400308,-0.04,0.24,-0.24,0
1903,13427513,1,2.4,-1.18,8.279999999999999,0.0333952,0.0271554,-0.4170965,-0.6519931,0,0,0.3918535,-0.04,0.24,-0.24,0
1943,13438076,1,2.4,-1.18,8.300000000000001,0.03342887,0.02798063,-0.4190302,-0.6638889,0,0,0.3835192,-0.04,0.24,-0.24,0
1984,13448906,1,2.4,-1.18,8.31,0.03308237,0.02760245,-0.4192207,-0.6771745,0,0,0.3793262,-0.04,0.24,-0.24,0
2023,13459073,1,2.4,-1.18,8.33,0.03417134,0.02675495,-0.4209055,-0.6876984,0,0,0.3715721,-0.05,0.25,-0.24,0
2064,13469456,1,2.4,-1.18,8.35,0.03489548,0.02693322,-0.4227966,-0.6946616,0,0,0.3655823,-0.04,0.25,-0.24,0
2105,13479720,1,2.41,-1.18,8.359999999999999,0.03536442,0.02756867,-0.4243542,-0.6902212,0,0,0.3613597,-0.04,0.25,-0.24,0
2145,13490052,1,2.41,-1.17,8.380000000000001,0.0351293,0.02774356,-0.4264624,-0.6814814,0,0,0.3557523,-0.04,0.24,-0.25,0
2187,13500321,1,2.41,-1.17,8.4,0.03640614,0.02698254,-0.4286891,-0.6687965,0,0,0.3498691,-0.04,0.24,-0.25,0
2228,13510584,1,2.41,-1.17,8.41,0.03670304,0.0283783,-0.4298699,-0.6542286,0,0,0.3444171,-0.04,0.24,-0.25,0
2273,13520518,1,2.4,-1.17,8.43,0.03646298,0.02953285,-0.4280712,-0.6375238,0,0,0.3390268,-0.04,0.25,-0.26,0
2314,13530650,1,2.4,-1.16,8.44,0.03616472,0.02856562,-0.4276241,-0.621143,0,0,0.3337756,-0.05,0.25,-0.26,0
