LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
323,1.6419e+09,1,0,0,0,0
551,1.6419e+09,1,0,0,0,0
1005,1.642e+09,1,0,0,0,0
1119,1.6421e+09,1,0,0,0,0
1226,1.6422e+09,1,0,0,0,0
1337,1.6422e+09,1,0,0,0,0
1516,1.6423e+09,1,0,0,0,0
1698,1.6423e+09,1,0,0,0,0
1742,1.6423e+09,1,0,0,0,0
1787,1.6423e+09,1,0,0,0,0
1831,1.6423e+09,1,0,0,0,0
1876,1.6423e+09,1,0,0,0,0
1923,1.6424e+09,1,0,0,0,0
1966,1.6424e+09,1,0,0,0,0
2008,1.6424e+09,1,0,0,0,0
2056,1.6424e+09,1,0,0,0,0
2099,1.6424e+09,1,0,0,0,0
2141,1.6424e+09,1,0,0,0,0
2187,1.6424e+09,1,0,0,0,0
2231,1.6424e+09,1,0,0,0,0
2273,1.6425e+09,1,0,0,0,0
2317,1.6425e+09,1,0,0,0,0
2359,1.6425e+09,1,0,0,0,0
2402,1.6425e+09,1,0,0,0,0
2445,1.6425e+09,1,0,0,0,0
2491,1.6425e+09,1,0,0,0,0
2535,1.6425e+09,1,0,0,0,0
2577,1.6425e+09,1,0,0,0,0
2620,1.6425e+09,1,0,0,0,0
2665,1.6425e+09,1,0,0,0,0
2713,1.6426e+09,1,0,0,0,0
2758,1.6426e+09,1,0,0,0,0
2803,1.6426e+09,1,0,0,0,0
2848,1.6426e+09,1,0,0,0,0
2897,1.6426e+09,1,0,0,0,0
2941,1.6426e+09,1,0,0,0,0
2988,1.6426e+09,1,0,0,0,0
3032,1.6426e+09,1,0,0,0,0
3077,1.6426e+09,1,0,0,0,0
3121,1.6427e+09,1,0,0,0,0
3166,1.6427e+09,1,0,0,0,0
3211,1.6427e+09,1,0,0,0,0
3255,1.6427e+09,1,0,0,0,0
3302,1.6427e+09,1,0,0,0,0
3352,1.6427e+09,1,0,0,0,0
3398,1.6427e+09,1,0,0,0,0
3442,1.6427e+09,1,0,0,0,0
3487,1.6427e+09,1,0,0,0,0
3532,1.6427e+09,1,0,0,0,0
3579,1.6428e+09,1,0,0,0,0
3621,1.6428e+09,1,0,0,0,0
3665,1.6428e+09,1,0,0,0,0
3711,1.6428e+09,1,0,0,0,0
3756,1.6428e+09,1,0,0,0,0
3804,1.6428e+09,1,0,0,0,0
3849,1.6428e+09,1,0,0,0,0
3893,1.6428e+09,1,0,0,0,0
3938,1.6428e+09,1,0,0,0,0
3983,1.6429e+09,1,0,0,0,0
4027,1.6429e+09,1,0,0,0,0
4072,1.6429e+09,1,0,0,0,0
4116,1.6429e+09,1,0,0,0,0
4161,1.6429e+09,1,0,0,0,0
4206,1.6429e+09,1,0,0,0,0
4255,1.6429e+09,1,0,0,0,0
4300,1.6429e+09,1,0,0,0,0
4344,1.6429e+09,1,0,0,0,0
4387,1.6429e+09,1,0,0,0,0
4429,1.643e+09,1,0,0,0,0
4472,1.643e+09,1,0,0,0,0
4516,1.643e+09,1,0,0,0,0
4558,1.643e+09,1,0,0,0,0
4601,1.643e+09,1,0,0,0,0
4643,1.643e+09,1,0,0,0,0
4692,1.643e+09,1,0,0,0,0
4735,1.643e+09,1,0,0,0,0
4778,1.643e+09,1,0,0,0,0
4821,1.6431e+09,1,0,0,0,0
4863,1.6431e+09,1,0,0,0,0
4906,1.6431e+09,1,0,0,0,0
4949,1.6431e+09,1,0,0,0,0
4992,1.6431e+09,1,0,0,0,0
5035,1.6431e+09,1,0,0,0,0
5078,1.6431e+09,1,0,0,0,0
5125,1.6431e+09,1,0,0,0,0
5168,1.6431e+09,1,0,0,0,0
5211,1.6431e+09,1,0,0,0,0
5251,1.6432e+09,1,0,0,0,0
5295,1.6432e+09,1,0,0,0,0
5340,1.6432e+09,1,0,0,0,0
5384,1.6432e+09,1,0,0,0,0
5429,1.6432e+09,1,0,0,0,0
5473,1.6432e+09,1,0,0,0,0
5518,1.6432e+09,1,0,0,0,0
5567,1.6432e+09,1,0,0,0,0
5612,1.6432e+09,1,0,0,0,0
5656,1.6432e+09,1,0,0,0,0
5701,1.6433e+09,1,0,0,0,0
5746,1.6433e+09,1,0,0,0,0
5790,1.6433e+09,1,0,0,0,0
5838,1.6433e+09,1,0,0,0,0
5883,1.6433e+09,1,0,0,0,0
5928,1.6433e+09,1,0,0,0,0
5972,1.6433e+09,1,0,0,0,0
6022,1.6433e+09,1,0,0,0,0
6066,1.6433e+09,1,0,0,0,0
6109,1.6434e+09,1,0,0,0,0
6153,1.6434e+09,1,0,0,0,0
6198,1.6434e+09,1,0,0,0,0
6245,1.6434e+09,1,0,0,0,0
6290,1.6434e+09,1,0,0,0,0
6334,1.6434e+09,1,0,0,0,0
6379,1.6434e+09,1,0,0,0,0
6426,1.6434e+09,1,0,0,0,0
6473,1.6434e+09,1,0,0,0,0
6517,1.6434e+09,1,0,0,0,0
6561,1.6435e+09,1,0,0,0,0
6609,1.6435e+09,1,0,0,0,0
