LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
324,1.6419e+09,2,0,0,0,0
552,1.6419e+09,2,0,0,0,0
1006,1.642e+09,2,0,0,0,0
1120,1.6421e+09,2,0,0,0,0
1227,1.6422e+09,2,0,0,0,0
1338,1.6422e+09,2,0,0,0,0
1517,1.6423e+09,2,0,0,0,0
1699,1.6423e+09,2,0,0,0,0
1743,1.6423e+09,2,0,0,0,0
1788,1.6423e+09,2,0,0,0,0
1832,1.6423e+09,2,0,0,0,0
1877,1.6423e+09,2,0,0,0,0
1924,1.6424e+09,2,0,0,0,0
1967,1.6424e+09,2,0,0,0,0
2009,1.6424e+09,2,0,0,0,0
2057,1.6424e+09,2,0,0,0,0
2100,1.6424e+09,2,0,0,0,0
2142,1.6424e+09,2,0,0,0,0
2188,1.6424e+09,2,0,0,0,0
2232,1.6424e+09,2,0,0,0,0
2274,1.6425e+09,2,0,0,0,0
2318,1.6425e+09,2,0,0,0,0
2360,1.6425e+09,2,0,0,0,0
2403,1.6425e+09,2,0,0,0,0
2446,1.6425e+09,2,0,0,0,0
2492,1.6425e+09,2,0,0,0,0
2536,1.6425e+09,2,0,0,0,0
2578,1.6425e+09,2,0,0,0,0
2621,1.6425e+09,2,0,0,0,0
2666,1.6425e+09,2,0,0,0,0
2714,1.6426e+09,2,0,0,0,0
2759,1.6426e+09,2,0,0,0,0
2804,1.6426e+09,2,0,0,0,0
2849,1.6426e+09,2,0,0,0,0
2898,1.6426e+09,2,0,0,0,0
2942,1.6426e+09,2,0,0,0,0
2989,1.6426e+09,2,0,0,0,0
3033,1.6426e+09,2,0,0,0,0
3078,1.6426e+09,2,0,0,0,0
3122,1.6427e+09,2,0,0,0,0
3167,1.6427e+09,2,0,0,0,0
3212,1.6427e+09,2,0,0,0,0
3256,1.6427e+09,2,0,0,0,0
3303,1.6427e+09,2,0,0,0,0
3353,1.6427e+09,2,0,0,0,0
3399,1.6427e+09,2,0,0,0,0
3443,1.6427e+09,2,0,0,0,0
3488,1.6427e+09,2,0,0,0,0
3533,1.6427e+09,2,0,0,0,0
3580,1.6428e+09,2,0,0,0,0
3622,1.6428e+09,2,0,0,0,0
3666,1.6428e+09,2,0,0,0,0
3712,1.6428e+09,2,0,0,0,0
3757,1.6428e+09,2,0,0,0,0
3805,1.6428e+09,2,0,0,0,0
3850,1.6428e+09,2,0,0,0,0
3894,1.6428e+09,2,0,0,0,0
3939,1.6428e+09,2,0,0,0,0
3984,1.6429e+09,2,0,0,0,0
4028,1.6429e+09,2,0,0,0,0
4073,1.6429e+09,2,0,0,0,0
4117,1.6429e+09,2,0,0,0,0
4162,1.6429e+09,2,0,0,0,0
4207,1.6429e+09,2,0,0,0,0
4256,1.6429e+09,2,0,0,0,0
4301,1.6429e+09,2,0,0,0,0
4345,1.6429e+09,2,0,0,0,0
4388,1.6429e+09,2,0,0,0,0
4430,1.643e+09,2,0,0,0,0
4473,1.643e+09,2,0,0,0,0
4517,1.643e+09,2,0,0,0,0
4559,1.643e+09,2,0,0,0,0
4602,1.643e+09,2,0,0,0,0
4644,1.643e+09,2,0,0,0,0
4693,1.643e+09,2,0,0,0,0
4736,1.643e+09,2,0,0,0,0
4779,1.643e+09,2,0,0,0,0
4822,1.6431e+09,2,0,0,0,0
4864,1.6431e+09,2,0,0,0,0
4907,1.6431e+09,2,0,0,0,0
4950,1.6431e+09,2,0,0,0,0
4993,1.6431e+09,2,0,0,0,0
5036,1.6431e+09,2,0,0,0,0
5079,1.6431e+09,2,0,0,0,0
5126,1.6431e+09,2,0,0,0,0
5169,1.6431e+09,2,0,0,0,0
5212,1.6431e+09,2,0,0,0,0
5252,1.6432e+09,2,0,0,0,0
5296,1.6432e+09,2,0,0,0,0
5341,1.6432e+09,2,0,0,0,0
5385,1.6432e+09,2,0,0,0,0
5430,1.6432e+09,2,0,0,0,0
5474,1.6432e+09,2,0,0,0,0
5519,1.6432e+09,2,0,0,0,0
5568,1.6432e+09,2,0,0,0,0
5613,1.6432e+09,2,0,0,0,0
5657,1.6432e+09,2,0,0,0,0
5702,1.6433e+09,2,0,0,0,0
5747,1.6433e+09,2,0,0,0,0
5791,1.6433e+09,2,0,0,0,0
5839,1.6433e+09,2,0,0,0,0
5884,1.6433e+09,2,0,0,0,0
5929,1.6433e+09,2,0,0,0,0
5973,1.6433e+09,2,0,0,0,0
6023,1.6433e+09,2,0,0,0,0
6067,1.6433e+09,2,0,0,0,0
6110,1.6434e+09,2,0,0,0,0
6154,1.6434e+09,2,0,0,0,0
6199,1.6434e+09,2,0,0,0,0
6246,1.6434e+09,2,0,0,0,0
6291,1.6434e+09,2,0,0,0,0
6335,1.6434e+09,2,0,0,0,0
6380,1.6434e+09,2,0,0,0,0
6427,1.6434e+09,2,0,0,0,0
6474,1.6434e+09,2,0,0,0,0
6518,1.6434e+09,2,0,0,0,0
6562,1.6435e+09,2,0,0,0,0
6610,1.6435e+09,2,0,0,0,0
6654,1.6435e+09,2,0,0,0,0
6699,1.6435e+09,2,0,0,0,0
6744,1.6435e+09,2,0,0,0,0
6789,1.6435e+09,2,0,0,0,0
6834,1.6435e+09,2,0,0,0,0
6882,1.6435e+09,2,0,0,0,0
6929,1.6435e+09,2,0,0,0,0
6972,1.6436e+09,2,0,0,0,0
7014,1.6436e+09,2,0,0,0,0
7062,1.6436e+09,2,0,0,0,0
7105,1.6436e+09,2,0,0,0,0
7147,1.6436e+09,2,0,0,0,0
7191,1.6436e+09,2,0,0,0,0
7234,1.6436e+09,2,0,0,0,0
7280,1.6436e+09,2,0,0,0,0
7323,1.6436e+09,2,0,0,0,0
7366,1.6437e+09,2,0,0,0,0
7411,1.6437e+09,2,0,0,0,0
7453,1.6437e+09,2,0,0,0,0
7493,1.6437e+09,2,0,0,0,0
7535,1.6437e+09,2,0,0,0,0
7579,1.6437e+09,2,0,0,0,0
7622,1.6437e+09,2,0,0,0,0
7665,1.6437e+09,2,0,0,0,0
7717,1.6437e+09,2,0,0,0,0
7763,1.6438e+09,2,0,0,0,0
7805,1.6438e+09,2,0,0,0,0
7851,1.6438e+09,2,0,0,0,0
7898,1.6438e+09,2,0,0,0,0
7943,1.6438e+09,2,0,0,0,0
7987,1.6438e+09,2,0,0,0,0
8032,1.6438e+09,2,0,0,0,0
8076,1.6438e+09,2,0,0,0,0
8121,1.6438e+09,2,0,0,0,0
8171,1.6438e+09,2,0,0,0,0
8215,1.6439e+09,2,0,0,0,0
8261,1.6439e+09,2,0,0,0,0
8305,1.6439e+09,2,0,0,0,0
8351,1.6439e+09,2,0,0,0,0
8395,1.6439e+09,2,0,0,0,0
8440,1.6439e+09,2,0,0,0,0
8485,1.6439e+09,2,0,0,0,0
8530,1.6439e+09,2,0,0,0,0
8575,1.6439e+09,2,0,0,0,0
8623,1.6439e+09,2,0,0,0,0
8667,1.644e+09,2,0,0,0,0
8708,1.644e+09,2,0,0,0,0
8753,1.644e+09,2,0,0,0,0
8799,1.644e+09,2,0,0,0,0
8840,1.644e+09,2,0,0,0,0
8886,1.644e+09,2,0,0,0,0
8930,1.644e+09,2,0,0,0,0
8974,1.644e+09,2,0,0,0,0
9020,1.644e+09,2,0,0,0,0
9068,1.644e+09,2,0,0,0,0
9114,1.6441e+09,2,0,0,0,0
9158,1.6441e+09,2,0,0,0,0
9203,1.6441e+09,2,0,0,0,0
9247,1.6441e+09,2,0,0,0,0
9292,1.6441e+09,2,0,0,0,0
9337,1.6441e+09,2,0,0,0,0
9381,1.6441e+09,2,0,0,0,0
9426,1.6441e+09,2,0,0,0,0
9471,1.6441e+09,2,0,0,0,0
9520,1.6442e+09,2,0,0,0,0
9564,1.6442e+09,2,0,0,0,0
9607,1.6442e+09,2,0,0,0,0
9650,1.6442e+09,2,0,0,0,0
9692,1.6442e+09,2,0,0,0,0
9737,1.6442e+09,2,0,0,0,0
9779,1.6442e+09,2,0,0,0,0
9822,1.6442e+09,2,0,0,0,0
9865,1.6442e+09,2,0,0,0,0
9910,1.6442e+09,2,0,0,0,0
9954,1.6443e+09,2,0,0,0,0
9997,1.6443e+09,2,0,0,0,0
10042,1.6443e+09,2,0,0,0,0
10084,1.6443e+09,2,0,0,0,0
10127,1.6443e+09,2,0,0,0,0
10170,1.6443e+09,2,0,0,0,0
10214,1.6443e+09,2,0,0,0,0
10257,1.6443e+09,2,0,0,0,0
10301,1.6443e+09,2,0,0,0,0
10347,1.6444e+09,2,0,0,0,0
10391,1.6444e+09,2,0,0,0,0
10436,1.6444e+09,2,0,0,0,0
10482,1.6444e+09,2,0,0,0,0
10526,1.6444e+09,2,0,0,0,0
10571,1.6444e+09,2,0,0,0,0
10615,1.6444e+09,2,0,0,0,0
10660,1.6444e+09,2,0,0,0,0
10705,1.6444e+09,2,0,0,0,0
10750,1.6444e+09,2,0,0,0,0
10799,1.6445e+09,2,0,0,0,0
10844,1.6445e+09,2,0,0,0,0
10889,1.6445e+09,2,0,0,0,0
10933,1.6445e+09,2,0,0,0,0
10978,1.6445e+09,2,0,0,0,0
11023,1.6445e+09,2,0,0,0,0
11067,1.6445e+09,2,0,0,0,0
11113,1.6445e+09,2,0,0,0,0
11158,1.6445e+09,2,0,0,0,0
11205,1.6446e+09,2,0,0,0,0
11250,1.6446e+09,2,0,0,0,0
11295,1.6446e+09,2,0,0,0,0
11341,1.6446e+09,2,0,0,0,0
11385,1.6446e+09,2,0,0,0,0
11433,1.6446e+09,2,0,0,0,0
11479,1.6446e+09,2,0,0,0,0
11524,1.6446e+09,2,0,0,0,0
11569,1.6446e+09,2,0,0,0,0
11614,1.6447e+09,2,0,0,0,0
11659,1.6447e+09,2,0,0,0,0
11708,1.6447e+09,2,0,0,0,0
11753,1.6447e+09,2,0,0,0,0
11798,1.6447e+09,2,0,0,0,0
11842,1.6447e+09,2,0,0,0,0
11884,1.6447e+09,2,0,0,0,0
11929,1.6447e+09,2,0,0,0,0
11975,1.6447e+09,2,0,0,0,0
12019,1.6447e+09,2,0,0,0,0
12065,1.6448e+09,2,0,0,0,0
12106,1.6448e+09,2,0,0,0,0
12153,1.6448e+09,2,0,0,0,0
12195,1.6448e+09,2,0,0,0,0
12239,1.6448e+09,2,0,0,0,0
12282,1.6448e+09,2,0,0,0,0
12324,1.6448e+09,2,0,0,0,0
12367,1.6448e+09,2,0,0,0,0
12413,1.6448e+09,2,0,0,0,0
12455,1.6448e+09,2,0,0,0,0
12500,1.6449e+09,2,0,0,0,0
12542,1.6449e+09,2,0,0,0,0
12589,1.6449e+09,2,0,0,0,0
12631,1.6449e+09,2,0,0,0,0
12673,1.6449e+09,2,0,0,0,0
12717,1.6449e+09,2,0,0,0,0
12762,1.6449e+09,2,0,0,0,0
12805,1.6449e+09,2,0,0,0,0
12853,1.6449e+09,2,0,0,0,0
12895,1.645e+09,2,0,0,0,0
12939,1.645e+09,2,0,0,0,0
12988,1.645e+09,2,0,0,0,0
13033,1.645e+09,2,0,0,0,0
13078,1.645e+09,2,0,0,0,0
13123,1.645e+09,2,0,0,0,0
13167,1.645e+09,2,0,0,0,0
13211,1.645e+09,2,0,0,0,0
13255,1.645e+09,2,0,0,0,0
13300,1.6451e+09,2,0,0,0,0
13345,1.6451e+09,2,0,0,0,0
13389,1.6451e+09,2,0,0,0,0
13438,1.6451e+09,2,0,0,0,0
13482,1.6451e+09,2,0,0,0,0
13527,1.6451e+09,2,0,0,0,0
13584,1.6452e+09,2,0,0,0,0
13629,1.6452e+09,2,0,0,0,0
13677,1.6452e+09,2,0,0,0,0
13725,1.6452e+09,2,0,0,0,0
13770,1.6452e+09,2,0,0,0,0
13817,1.6452e+09,2,0,0,0,0
13862,1.6452e+09,2,0,0,0,0
13908,1.6452e+09,2,0,0,0,0
13953,1.6453e+09,2,0,0,0,0
14000,1.6453e+09,2,0,0,0,0
14044,1.6453e+09,2,0,0,0,0
14093,1.6453e+09,2,0,0,0,0
14138,1.6453e+09,2,0,0,0,0
14183,1.6453e+09,2,0,0,0,0
14228,1.6453e+09,2,0,0,0,0
14272,1.6453e+09,2,0,0,0,0
14317,1.6453e+09,2,0,0,0,0
14361,1.6453e+09,2,0,0,0,0
14408,1.6454e+09,2,0,0,0,0
14448,1.6454e+09,2,0,0,0,0
14490,1.6454e+09,2,0,0,0,0
14539,1.6454e+09,2,0,0,0,0
14583,1.6454e+09,2,0,0,0,0
14626,1.6454e+09,2,0,0,0,0
14668,1.6454e+09,2,0,0,0,0
14709,1.6454e+09,2,0,0,0,0
14751,1.6454e+09,2,0,0,0,0
14793,1.6455e+09,2,0,0,0,0
14836,1.6455e+09,2,0,0,0,0
14878,1.6455e+09,2,0,0,0,0
14921,1.6455e+09,2,0,0,0,0
14969,1.6455e+09,2,0,0,0,0
15012,1.6455e+09,2,0,0,0,0
15055,1.6455e+09,2,0,0,0,0
15097,1.6455e+09,2,0,0,0,0
15140,1.6455e+09,2,0,0,0,0
15182,1.6455e+09,2,0,0,0,0
15225,1.6456e+09,2,0,0,0,0
15269,1.6456e+09,2,0,0,0,0
15314,1.6456e+09,2,0,0,0,0
15359,1.6456e+09,2,0,0,0,0
15407,1.6456e+09,2,0,0,0,0
15453,1.6456e+09,2,0,0,0,0
15497,1.6456e+09,2,0,0,0,0
15543,1.6456e+09,2,0,0,0,0
15590,1.6456e+09,2,0,0,0,0
15635,1.6457e+09,2,0,0,0,0
15680,1.6457e+09,2,0,0,0,0
15724,1.6457e+09,2,0,0,0,0
15769,1.6457e+09,2,0,0,0,0
15819,1.6457e+09,2,0,0,0,0
15863,1.6457e+09,2,0,0,0,0
15908,1.6457e+09,2,0,0,0,0
15953,1.6457e+09,2,0,0,0,0
15999,1.6457e+09,2,0,0,0,0
16045,1.6457e+09,2,0,0,0,0
16084,1.6458e+09,2,0,0,0,0
16131,1.6458e+09,2,0,0,0,0
16176,1.6458e+09,2,0,0,0,0
16221,1.6458e+09,2,0,0,0,0
16271,1.6458e+09,2,0,0,0,0
16316,1.6458e+09,2,0,0,0,0
16360,1.6458e+09,2,0,0,0,0
16407,1.6458e+09,2,0,0,0,0
16457,1.6458e+09,2,0,0,0,0
16501,1.6459e+09,2,0,0,0,0
16546,1.6459e+09,2,0,0,0,0
16591,1.6459e+09,2,0,0,0,0
16635,1.6459e+09,2,0,0,0,0
16681,1.6459e+09,2,0,0,0,0
16729,1.6459e+09,2,0,0,0,0
16774,1.6459e+09,2,0,0,0,0
16818,1.6459e+09,2,0,0,0,0
16864,1.6459e+09,2,0,0,0,0
16910,1.6459e+09,2,0,0,0,0
16953,1.646e+09,2,0,0,0,0
16993,1.646e+09,2,0,0,0,0
17036,1.646e+09,2,0,0,0,0
17079,1.646e+09,2,0,0,0,0
17121,1.646e+09,2,0,0,0,0
17168,1.646e+09,2,0,0,0,0
17210,1.646e+09,2,0,0,0,0
17252,1.646e+09,2,0,0,0,0
17297,1.646e+09,2,0,0,0,0
17339,1.6461e+09,2,0,0,0,0
17386,1.6461e+09,2,0,0,0,0
17428,1.6461e+09,2,0,0,0,0
17471,1.6461e+09,2,0,0,0,0
17514,1.6461e+09,2,0,0,0,0
17556,1.6461e+09,2,0,0,0,0
17604,1.6461e+09,2,0,0,0,0
17646,1.6461e+09,2,0,0,0,0
17689,1.6461e+09,2,0,0,0,0
17733,1.6461e+09,2,0,0,0,0
17779,1.6462e+09,2,0,0,0,0
17824,1.6462e+09,2,0,0,0,0
17868,1.6462e+09,2,0,0,0,0
17912,1.6462e+09,2,0,0,0,0
17957,1.6462e+09,2,0,0,0,0
18005,1.6462e+09,2,0,0,0,0
18054,1.6462e+09,2,0,0,0,0
18099,1.6462e+09,2,0,0,0,0
18146,1.6462e+09,2,0,0,0,0
18196,1.6463e+09,2,0,0,0,0
18245,1.6463e+09,2,0,0,0,0
18290,1.6463e+09,2,0,0,0,0
18334,1.6463e+09,2,0,0,0,0
18379,1.6463e+09,2,0,0,0,0
18428,1.6463e+09,2,0,0,0,0
18473,1.6463e+09,2,0,0,0,0
18521,1.6463e+09,2,0,0,0,0
18567,1.6463e+09,2,0,0,0,0
18610,1.6464e+09,2,0,0,0,0
18654,1.6464e+09,2,0,0,0,0
18700,1.6464e+09,2,0,0,0,0
18745,1.6464e+09,2,0,0,0,0
18789,1.6464e+09,2,0,0,0,0
18834,1.6464e+09,2,0,0,0,0
18882,1.6464e+09,2,0,0,0,0
18927,1.6464e+09,2,0,0,0,0
18972,1.6464e+09,2,0,0,0,0
19017,1.6465e+09,2,0,0,0,0
19065,1.6465e+09,2,0,0,0,0
19110,1.6465e+09,2,0,0,0,0
19155,1.6465e+09,2,0,0,0,0
19200,1.6465e+09,2,0,0,0,0
19245,1.6465e+09,2,0,0,0,0
19289,1.6465e+09,2,0,0,0,0
19338,1.6465e+09,2,0,0,0,0
19383,1.6465e+09,2,0,0,0,0
19427,1.6465e+09,2,0,0,0,0
19475,1.6466e+09,2,0,0,0,0
19512,1.6466e+09,2,0,0,0,0
19555,1.6466e+09,2,0,0,0,0
19598,1.6466e+09,2,0,0,0,0
19641,1.6466e+09,2,0,0,0,0
19684,1.6466e+09,2,0,0,0,0
19727,1.6466e+09,2,0,0,0,0
19774,1.6466e+09,2,0,0,0,0
19817,1.6466e+09,2,0,0,0,0
19859,1.6467e+09,2,0,0,0,0
19903,1.6467e+09,2,0,0,0,0
19949,1.6467e+09,2,0,0,0,0
19991,1.6467e+09,2,0,0,0,0
20035,1.6467e+09,2,0,0,0,0
20078,1.6467e+09,2,0,0,0,0
20122,1.6467e+09,2,0,0,0,0
20169,1.6467e+09,2,0,0,0,0
20212,1.6467e+09,2,0,0,0,0
20254,1.6467e+09,2,0,0,0,0
20302,1.6468e+09,2,0,0,0,0
20344,1.6468e+09,2,0,0,0,0
20388,1.6468e+09,2,0,0,0,0
20433,1.6468e+09,2,0,0,0,0
20477,1.6468e+09,2,0,0,0,0
20523,1.6468e+09,2,0,0,0,0
20568,1.6468e+09,2,0,0,0,0
20618,1.6468e+09,2,0,0,0,0
20663,1.6468e+09,2,0,0,0,0
20708,1.6469e+09,2,0,0,0,0
20753,1.6469e+09,2,0,0,0,0
20802,1.6469e+09,2,0,0,0,0
20847,1.6469e+09,2,0,0,0,0
20892,1.6469e+09,2,0,0,0,0
20938,1.6469e+09,2,0,0,0,0
20983,1.6469e+09,2,0,0,0,0
21027,1.6469e+09,2,0,0,0,0
21076,1.6469e+09,2,0,0,0,0
21123,1.647e+09,2,0,0,0,0
