LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
322,1.6419e+09,0,0.019658,0.021102,0.02975,0
550,1.6419e+09,0,0.019609,0.019001,0.030195,0
1004,1.642e+09,0,0.018614,0.017591,0.031073,0
1118,1.6421e+09,0,0.017938,0.019389,0.030916,0
1225,1.6422e+09,0,0.018932,0.019025,0.028897,0
1336,1.6422e+09,0,0.020892,0.018716,0.031608,0
1515,1.6423e+09,0,0.019691,0.020312,0.028608,0
1697,1.6423e+09,0,0.019233,0.019767,0.027647,0
1741,1.6423e+09,0,0.019843,0.019334,0.028094,0
1786,1.6423e+09,0,0.019325,0.019137,0.028782,0
1830,1.6423e+09,0,0.019393,0.019055,0.029194,0
1875,1.6423e+09,0,0.019597,0.018881,0.028671,0
1922,1.6424e+09,0,0.019983,0.019278,0.028309,0
1965,1.6424e+09,0,0.019586,0.018547,0.031341,0
2007,1.6424e+09,0,0.018895,0.018285,0.030907,0
2055,1.6424e+09,0,0.018273,0.018972,0.030994,0
2098,1.6424e+09,0,0.017504,0.019101,0.031122,0
2140,1.6424e+09,0,0.017951,0.018592,0.030542,0
2186,1.6424e+09,0,0.017706,0.018491,0.030345,0
2230,1.6424e+09,0,0.017571,0.018121,0.030117,0
2272,1.6425e+09,0,0.018096,0.017433,0.02903,0
2316,1.6425e+09,0,0.017328,0.017431,0.027929,0
2358,1.6425e+09,0,0.017033,0.018084,0.027955,0
2401,1.6425e+09,0,0.017404,0.017441,0.026823,0
2444,1.6425e+09,0,0.017731,0.016632,0.02623,0
2490,1.6425e+09,0,0.016936,0.017508,0.025294,0
2534,1.6425e+09,0,0.017304,0.017763,0.025987,0
2576,1.6425e+09,0,0.017245,0.018697,0.027245,0
2619,1.6425e+09,0,0.017146,0.018769,0.026761,0
2664,1.6425e+09,0,0.018053,0.01848,0.02647,0
2712,1.6426e+09,0,0.017699,0.018095,0.027469,0
2757,1.6426e+09,0,0.018103,0.018387,0.027466,0
2802,1.6426e+09,0,0.019019,0.018389,0.026845,0
2847,1.6426e+09,0,0.019879,0.018619,0.027562,0
2896,1.6426e+09,0,0.019802,0.018214,0.027829,0
2940,1.6426e+09,0,0.019005,0.01772,0.028598,0
2987,1.6426e+09,0,0.018344,0.018281,0.027693,0
3031,1.6426e+09,0,0.018505,0.017944,0.026616,0
3076,1.6426e+09,0,0.018975,0.018023,0.029378,0
3120,1.6427e+09,0,0.018862,0.018331,0.029769,0
3165,1.6427e+09,0,0.01905,0.017946,0.029714,0
3210,1.6427e+09,0,0.018963,0.01792,0.029274,0
3254,1.6427e+09,0,0.01969,0.01743,0.028992,0
3301,1.6427e+09,0,0.019436,0.016925,0.02812,0
3351,1.6427e+09,0,0.019072,0.017011,0.02885,0
