LineNo,TimeUS,Tar,Act,Err,P,I,D,FF,Dmod,SRate,Limit
301,1.9492e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
645,1.9558e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
872,1.9603e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1214,1.9764e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1490,1.9835e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1585,1.9858e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1625,1.9868e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1667,1.9877e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1708,1.9888e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1748,1.99e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1789,1.9911e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1829,1.9921e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1871,1.9931e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1911,1.9941e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1952,1.9951e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
1997,1.9961e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2040,1.9972e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2081,1.9982e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2121,1.9992e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2162,2.0003e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2203,2.0013e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2244,2.0023e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2285,2.0034e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2325,2.0044e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2368,2.0054e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2412,2.0064e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2453,2.0074e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2496,2.0084e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2536,2.0094e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2576,2.0104e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2614,2.0115e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2655,2.0125e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2696,2.0135e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2737,2.0145e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2778,2.0155e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2822,2.0165e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2864,2.0175e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2905,2.0185e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2946,2.0195e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
2987,2.0205e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
3025,2.0215e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
3066,2.0225e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
3106,2.0235e+07,-5.3375,-5.3375,0,0,-221.77,0,0,1,0,1
