LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
322,1.9493e+07,2,0,0,0,0
666,1.9559e+07,2,0,0,0,0
893,1.9604e+07,2,0,0,0,0
1235,1.9765e+07,2,0,0,0,0
1511,1.9836e+07,2,0,0,0,0
1606,1.9858e+07,2,0,0,0,0
1646,1.9868e+07,2,0,0,0,0
1688,1.9878e+07,2,0,0,0,0
1729,1.9888e+07,2,0,0,0,0
1769,1.9901e+07,2,0,0,0,0
1810,1.9912e+07,2,0,0,0,0
1850,1.9922e+07,2,0,0,0,0
1892,1.9932e+07,2,0,0,0,0
1932,1.9942e+07,2,0,0,0,0
1973,1.9952e+07,2,0,0,0,0
2018,1.9962e+07,2,0,0,0,0
2061,1.9972e+07,2,0,0,0,0
2102,1.9983e+07,2,0,0,0,0
2142,1.9993e+07,2,0,0,0,0
2183,2.0004e+07,2,0,0,0,0
2224,2.0014e+07,2,0,0,0,0
2265,2.0024e+07,2,0,0,0,0
2306,2.0034e+07,2,0,0,0,0
2346,2.0044e+07,2,0,0,0,0
2389,2.0054e+07,2,0,0,0,0
2433,2.0064e+07,2,0,0,0,0
2474,2.0075e+07,2,0,0,0,0
2517,2.0085e+07,2,0,0,0,0
2557,2.0095e+07,2,0,0,0,0
2597,2.0105e+07,2,0,0,0,0
2635,2.0115e+07,2,0,0,0,0
2676,2.0125e+07,2,0,0,0,0
2717,2.0135e+07,2,0,0,0,0
2758,2.0146e+07,2,0,0,0,0
2799,2.0155e+07,2,0,0,0,0
2843,2.0165e+07,2,0,0,0,0
2885,2.0175e+07,2,0,0,0,0
2926,2.0186e+07,2,0,0,0,0
2967,2.0196e+07,2,0,0,0,0
3008,2.0205e+07,2,0,0,0,0
3046,2.0216e+07,2,0,0,0,0
3087,2.0226e+07,2,0,0,0,0
3127,2.0235e+07,2,0,0,0,0
3168,2.0246e+07,2,0,0,0,0
3211,2.0256e+07,2,0,0,0,0
3256,2.0265e+07,2,0,0,0,0
3297,2.0276e+07,2,0,0,0,0
3338,2.0286e+07,2,0,0,0,0
3379,2.0296e+07,2,0,0,0,0
3421,2.0306e+07,2,0,0,0,0
3461,2.0316e+07,2,0,0,0,0
3501,2.0326e+07,2,0,0,0,0
3542,2.0337e+07,2,0,0,0,0
3582,2.0347e+07,2,0,0,0,0
3624,2.0357e+07,2,0,0,0,0
3672,2.0368e+07,2,0,0,0,0
3712,2.0378e+07,2,0,0,0,0
3755,2.0388e+07,2,0,0,0,0
3797,2.0398e+07,2,0,0,0,0
3834,2.0408e+07,2,0,0,0,0
3872,2.0419e+07,2,0,0,0,0
3912,2.0429e+07,2,0,0,0,0
