LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
310,19490750,1,2.82,0.75,26.44,-0.01663419,0.01591633,-0.04559695,-0.03024345,0,0,0.609295,-0.08,0.13,-0.58,0
654,19556015,1,2.82,0.75,26.47,-0.0170927,0.0167757,-0.04368392,-0.02445347,0,0,0.6075783,-0.08,0.13,-0.5600000000000001,0
881,19601666,1,2.81,0.75,26.5,-0.01865684,0.01571645,-0.04192988,-0.01470062,0,0,0.6081536,-0.08,0.13,-0.54,0
1223,19763105,1,2.81,0.78,26.57,-0.02765265,0.02320819,-0.4915504,-0.3971455,0,0,0.5908347,-0.07000000000000001,0.12,-0.51,0
1499,19833718,1,2.81,0.78,26.6,-0.03040349,0.02076841,-0.5207816,-0.4238935,0,0,0.559229,-0.07000000000000001,0.12,-0.5,0
1594,19855799,1,2.81,0.78,26.62,-0.02944636,0.01893195,-0.5189456,-0.4142301,0,0,0.552768,-0.07000000000000001,0.12,-0.49,0
1634,19866007,1,2.82,0.78,26.62,-0.02957648,0.01858998,-0.5162053,-0.4009607,0,0,0.5494088,-0.07000000000000001,0.12,-0.49,0
1676,19876189,1,2.82,0.78,26.62,-0.03117971,0.01912808,-0.5147473,-0.3894177,0,0,0.5464116,-0.07000000000000001,0.12,-0.5,0
1717,19885996,1,2.82,0.78,26.62,-0.03056439,0.01839339,-0.5153776,-0.3804697,0,0,0.5433431,-0.07000000000000001,0.12,-0.5,0
1757,19899017,1,2.82,0.78,26.62,-0.03041476,0.01864608,-0.5147474,-0.3678075,0,0,0.5393153000000001,-0.07000000000000001,0.12,-0.5,0
1798,19909145,1,2.81,0.78,26.62,-0.03034486,0.01873239,-0.514535,-0.3595167,0,0,0.5366718,-0.07000000000000001,0.12,-0.49,0
1838,19919861,1,2.81,0.78,26.62,-0.03048986,0.01816636,-0.5156239,-0.3490543,0,0,0.5315642,-0.07000000000000001,0.12,-0.49,0
1880,19929946,1,2.81,0.78,26.62,-0.03051304,0.01753604,-0.513473,-0.3369437,0,0,0.5283021,-0.07000000000000001,0.12,-0.49,0
1920,19940015,1,2.81,0.78,26.62,-0.02982577,0.01733717,-0.512162,-0.3286303,0,0,0.5255429,-0.07000000000000001,0.12,-0.5,0
1961,19950031,1,2.81,0.78,26.62,-0.02855819,0.01738356,-0.5121759,-0.3224427,0,0,0.5225791,-0.07000000000000001,0.12,-0.5,0
2006,19960048,1,2.81,0.78,26.62,-0.02816193,0.01704205,-0.5121018000000001,-0.3188744,0,0,0.5196264,-0.07000000000000001,0.12,-0.5,0
2049,19970721,1,2.81,0.78,26.62,-0.02839859,0.01818557,-0.5115727,-0.3130912,0,0,0.5145019,-0.07000000000000001,0.12,-0.5,0
2090,19980620,1,2.8,0.79,26.62,-0.02869198,0.01844813,-0.5110902000000001,-0.3104001,0,0,0.5114178,-0.07000000000000001,0.12,-0.5,0
2130,19991083,1,2.8,0.79,26.62,-0.02831327,0.01963093,-0.5083041,-0.3049804,0,0,0.5077432,-0.07000000000000001,0.12,-0.5,0
2171,20001689,1,2.81,0.79,26.62,-0.02845143,0.01952774,-0.5085004,-0.3066017,0,0,0.5037894000000001,-0.07000000000000001,0.12,-0.5,0
2212,20011766,1,2.8,0.79,26.62,-0.02717263,0.01891612,-0.5083055,-0.3110877,0,0,0.4991937,-0.07000000000000001,0.12,-0.5,0
2253,20021741,1,2.81,0.79,26.62,-0.02684872,0.0178602,-0.5081369999999999,-0.3177322,0,0,0.4951759,-0.07000000000000001,0.12,-0.51,0
2294,20031812,1,2.8,0.79,26.62,-0.02667709,0.01810454,-0.5076863,-0.3263576,0,0,0.4910492,-0.07000000000000001,0.12,-0.51,0
2334,20041772,1,2.8,0.8,26.62,-0.0271553,0.01818251,-0.5069951,-0.3345036,0,0,0.4859523,-0.07000000000000001,0.12,-0.51,0
2377,20052230,1,2.8,0.8,26.62,-0.02628279,0.01607322,-0.505371,-0.3429863,0,0,0.4818367,-0.07000000000000001,0.12,-0.51,0
2421,20062209,1,2.8,0.8,26.62,-0.02694419,0.01650164,-0.5042025999999999,-0.3522023,0,0,0.4776559,-0.07000000000000001,0.12,-0.51,0
2462,20072177,1,2.81,0.8,26.62,-0.02704369,0.01588555,-0.5051127,-0.3646648,0,0,0.4734757,-0.07000000000000001,0.12,-0.51,0
2505,20082197,1,2.8,0.8,26.62,-0.02709367,0.01598228,-0.5024063,-0.3719379,0,0,0.4684276,-0.07000000000000001,0.12,-0.51,0
2545,20092806,1,2.8,0.8,26.62,-0.02776841,0.01593395,-0.5029336,-0.3824732,0,0,0.4642472,-0.07000000000000001,0.12,-0.51,0
2585,20103185,1,2.8,0.8,26.63,-0.02769723,0.01528402,-0.5012285,-0.3903581,0,0,0.460065,-0.07000000000000001,0.13,-0.51,0
