LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
182,4.4956e+07,0,-0.0044501,0.0010225,-0.0022723,-0.25456,0.072057,-9.741,0,0,44.659,1,1,8008,4004
293,4.499e+07,0,-0.0025163,0.0022246,-0.0013854,-0.23852,0.087941,-9.7593,0,0,44.659,1,1,8008,4004
409,4.5015e+07,0,-0.0005404,0.0019012,-0.00066086,-0.24167,0.10582,-9.7523,0,0,44.659,1,1,8008,4004
440,4.5018e+07,0,-0.0003834,0.0025731,-0.00057575,-0.23956,0.1084,-9.7524,0,0,44.659,1,1,8008,4004
520,4.5037e+07,0,0.0012668,-0.00087869,0.0017746,-0.25157,0.10665,-9.7636,0,0,44.659,1,1,8008,4004
635,4.5057e+07,0,0.0028703,-0.00090969,0.00029541,-0.23339,0.088123,-9.756,0,0,44.659,1,1,8008,4004
751,4.5078e+07,0,-0.00010786,0.00021526,0.0015329,-0.24517,0.088133,-9.7469,0,0,44.659,1,1,8008,4004
866,4.5101e+07,0,-0.003734,0.0028544,-0.0014295,-0.25455,0.086156,-9.7509,0,0,44.658,1,1,8008,4004
897,4.5103e+07,0,-0.0044514,0.0027085,-0.000546,-0.25381,0.084273,-9.7517,0,0,44.658,1,1,8008,4004
978,4.5128e+07,0,-0.0070769,0.0037417,-0.0016189,-0.23438,0.077132,-9.7399,0,0,44.657,1,1,8008,4004
1093,4.5179e+07,0,-0.0002788,-0.0011157,0.0014036,-0.24727,0.10041,-9.7525,0,0,44.657,1,1,8008,4004
1124,4.5182e+07,0,0.00047118,-0.0012963,0.0017562,-0.25206,0.10559,-9.7471,0,0,44.657,1,1,8008,4004
1204,4.5259e+07,0,0.00065286,0.0035849,-0.0007046,-0.23316,0.0877,-9.7543,0,0,44.659,1,1,8008,4004
1292,4.5304e+07,0,-0.005681,0.00094965,0.0012122,-0.23972,0.095413,-9.7516,0,0,44.66,1,1,8008,4004
1295,4.5306e+07,0,-0.0052776,0.0008875,0.00063829,-0.24065,0.098575,-9.7566,0,0,44.66,1,1,8008,4004
1326,4.5308e+07,0,-0.0053238,0.0010238,0.00036776,-0.2403,0.10126,-9.7577,0,0,44.66,1,1,8008,4004
1389,4.5323e+07,0,-0.003751,-5.5148e-05,-0.00119,-0.23424,0.10355,-9.7529,0,0,44.66,1,1,8008,4004
1481,4.5338e+07,0,-0.0024902,0.0021811,-0.00064159,-0.24102,0.11524,-9.7562,0,0,44.661,1,1,8008,4004
1545,4.5343e+07,0,-0.0020163,0.0034555,0.00020098,-0.24296,0.11854,-9.7661,0,0,44.661,1,1,8008,4004
1548,4.5344e+07,0,-0.0012308,0.0040901,0.0011699,-0.24313,0.11789,-9.7725,0,0,44.661,1,1,8008,4004
1565,4.5359e+07,0,-0.0012503,0.0016735,0.00079531,-0.22802,0.096962,-9.7588,0,0,44.662,1,1,8008,4004
1568,4.5362e+07,0,-0.00089787,0.0015251,0.0004427,-0.22851,0.096179,-9.7613,0,0,44.662,1,1,8008,4004
1571,4.5365e+07,0,-0.00077177,0.0021362,-0.00054828,-0.22858,0.097283,-9.7654,0,0,44.662,1,1,8008,4004
1602,4.5367e+07,0,-0.00016526,0.0028483,-0.00042464,-0.22926,0.097976,-9.7674,0,0,44.662,1,1,8008,4004
1605,4.537e+07,0,0.0011599,0.0035169,0.00024277,-0.22959,0.098173,-9.7691,0,0,44.663,1,1,8008,4004
1609,4.5372e+07,0,0.0016364,0.0038132,0.00096893,-0.22887,0.098354,-9.7669,0,0,44.663,1,1,8008,4004
1613,4.5375e+07,0,0.0015922,0.0030288,0.00099307,-0.22711,0.097425,-9.7657,0,0,44.663,1,1,8008,4004
1644,4.5378e+07,0,0.001152,0.0017796,-0.00018679,-0.2243,0.093481,-9.7687,0,0,44.663,1,1,8008,4004
1647,4.538e+07,0,0.00063596,0.0016937,-0.00056752,-0.2229,0.090502,-9.771,0,0,44.663,1,1,8008,4004
1650,4.5382e+07,0,0.00053527,0.0020747,-0.00028661,-0.22238,0.089236,-9.7713,0,0,44.663,1,1,8008,4004
1654,4.5385e+07,0,0.0011847,0.0026176,6.5401e-05,-0.22119,0.088437,-9.7674,0,0,44.663,1,1,8008,4004
1685,4.5388e+07,0,0.0022053,0.0027478,0.00017523,-0.22031,0.08803,-9.7649,0,0,44.663,1,1,8008,4004
1688,4.5391e+07,0,0.0018599,0.002749,-0.0001024,-0.22126,0.088723,-9.7625,0,0,44.664,1,1,8008,4004
1691,4.5392e+07,0,0.00064848,0.0018766,-0.00061637,-0.2251,0.09058,-9.7644,0,0,44.664,1,1,8008,4004
1694,4.5395e+07,0,0.00048268,0.00081043,-0.0010673,-0.22807,0.091631,-9.7655,0,0,44.664,1,1,8008,4004
1725,4.5398e+07,0,0.0010725,-0.0010549,-0.0010565,-0.23285,0.090373,-9.7698,0,0,44.664,1,1,8008,4004
1728,4.54e+07,0,0.0011316,-0.0014867,-0.0013414,-0.2364,0.089139,-9.7711,0,0,44.664,1,1,8008,4004
1731,4.5403e+07,0,0.00088122,-0.002015,-0.00088981,-0.23902,0.088235,-9.7705,0,0,44.664,1,1,8008,4004
1735,4.5405e+07,0,0.00025568,-0.0020164,0.00015099,-0.23784,0.086369,-9.7703,0,0,44.664,1,1,8008,4004
1768,4.5408e+07,0,-0.00020033,-0.0017682,0.00018627,-0.23475,0.084464,-9.7703,0,0,44.664,1,1,8008,4004
1771,4.541e+07,0,0.00039721,-0.0010825,0.00080685,-0.23261,0.083365,-9.7719,0,0,44.665,1,1,8008,4004
1774,4.5412e+07,0,0.0010998,-8.0034e-05,0.0010751,-0.23301,0.084093,-9.7739,0,0,44.665,1,1,8008,4004
1777,4.5415e+07,0,0.0013649,0.00018756,0.0014924,-0.23477,0.084363,-9.7794,0,0,44.665,1,1,8008,4004
1808,4.5417e+07,0,2.9058e-05,-0.00056014,0.0018383,-0.23788,0.085824,-9.7851,0,0,44.665,1,1,8008,4004
1811,4.542e+07,0,0.00035727,-0.0014117,0.0025201,-0.23961,0.089374,-9.788,0,0,44.665,1,1,8008,4004
1814,4.5423e+07,0,0.00051546,-0.0030596,0.0028241,-0.24106,0.093198,-9.7895,0,0,44.665,1,1,8008,4004
1819,4.5425e+07,0,-4.6372e-05,-0.0033865,0.0023748,-0.24267,0.093456,-9.7886,0,0,44.665,1,1,8008,4004
1850,4.5428e+07,0,-0.00093402,-0.0027443,0.0015453,-0.24694,0.092622,-9.7823,0,0,44.665,1,1,8008,4004
1853,4.543e+07,0,-0.0013616,-0.0029001,0.0012319,-0.25026,0.092652,-9.7772,0,0,44.665,1,1,8008,4004
1856,4.5433e+07,0,-0.0021188,-0.0028814,0.0010538,-0.25427,0.093113,-9.7703,0,0,44.665,1,1,8008,4004
1859,4.5436e+07,0,-0.0014219,-0.0022207,0.00077217,-0.25652,0.093023,-9.7666,0,0,44.665,1,1,8008,4004
1890,4.5438e+07,0,-7.2309e-06,-0.0012094,0.00027829,-0.25911,0.092393,-9.7625,0,0,44.665,1,1,8008,4004
1893,4.5441e+07,0,5.0014e-05,-0.00034392,0.00099566,-0.26046,0.091645,-9.7593,0,0,44.665,1,1,8008,4004
1896,4.5443e+07,0,-0.00023769,-7.2869e-05,0.0012976,-0.26059,0.091004,-9.7566,0,0,44.665,1,1,8008,4004
1900,4.5446e+07,0,-0.0011226,1.3721e-05,0.00014631,-0.2635,0.089234,-9.7523,0,0,44.666,1,1,8008,4004
1931,4.5449e+07,0,-0.0022459,0.0008025,-0.00029577,-0.2666,0.088605,-9.751,0,0,44.666,1,1,8008,4004
1934,4.5451e+07,0,-0.003295,0.0017163,-0.00040645,-0.26656,0.089376,-9.7541,0,0,44.666,1,1,8008,4004
1937,4.5454e+07,0,-0.0055357,0.002648,-0.00033371,-0.2636,0.088748,-9.7566,0,0,44.666,1,1,8008,4004
1945,4.5457e+07,0,-0.0055209,0.0024936,-0.00021759,-0.26066,0.087365,-9.7576,0,0,44.666,1,1,8008,4004
1976,4.5459e+07,0,-0.0048286,0.0026199,0.00038264,-0.25596,0.08707,-9.7592,0,0,44.666,1,1,8008,4004
1979,4.5462e+07,0,-0.0045125,0.002574,0.0019042,-0.25316,0.089023,-9.7589,0,0,44.666,1,1,8008,4004
1982,4.5464e+07,0,-0.0035154,0.0013005,0.0028177,-0.25195,0.090159,-9.7579,0,0,44.666,1,1,8008,4004
1985,4.5466e+07,0,-0.0034774,9.1566e-05,0.0030615,-0.24944,0.092477,-9.7577,0,0,44.666,1,1,8008,4004
2016,4.5469e+07,0,-0.0040716,0.00031595,0.0022125,-0.24786,0.092531,-9.7588,0,0,44.666,1,1,8008,4004
2020,4.5472e+07,0,-0.0043775,0.0011346,0.0005887,-0.24765,0.090956,-9.7613,0,0,44.666,1,1,8008,4004
2024,4.5474e+07,0,-0.003274,0.0015996,0.0005044,-0.24954,0.090343,-9.7624,0,0,44.666,1,1,8008,4004
2028,4.5476e+07,0,-0.0014072,0.0018691,0.00045445,-0.25268,0.090807,-9.7629,0,0,44.666,1,1,8008,4004
2059,4.5479e+07,0,-0.0010108,0.0027892,0.00018514,-0.25435,0.092037,-9.7635,0,0,44.667,1,1,8008,4004
2062,4.5482e+07,0,-0.0019421,0.0028427,6.4487e-05,-0.25529,0.093119,-9.7612,0,0,44.667,1,1,8008,4004
2065,4.5485e+07,0,-0.0022295,0.0027616,0.00079421,-0.25578,0.09362,-9.7584,0,0,44.667,1,1,8008,4004
2068,4.5487e+07,0,-0.0011799,0.0033373,0.00035179,-0.25644,0.093237,-9.7551,0,0,44.667,1,1,8008,4004
2099,4.5489e+07,0,-0.0011443,0.0041859,0.0004379,-0.25826,0.09346,-9.7534,0,0,44.667,1,1,8008,4004
2102,4.5492e+07,0,-0.0018633,0.0045581,0.0016474,-0.25911,0.09427,-9.7525,0,0,44.667,1,1,8008,4004
