LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1899,45443343,3,0,0,16.66,0.04,27,0,0,0
2315,45546705,3,0,0,16.66,0.04,27,0,0,0
2772,45659669,3,0,0,16.66,0.04,27,0,0,0
3190,45764393,3,0,0,16.66,0.04,27,0,0,0
3608,45868317,3,0,0,16.66,0.04,27,0,0,0
4063,45979020,3,0,0,16.66,0.04,27,0,0,0
4516,46089649,3,0,0,16.66,0.04,27,0,0,0
4929,46193463,3,0,0,16.66,0.04,27,0,0,0
5347,46297387,3,0,0,16.66,0.04,27,0,0,0
5802,46410006,3,0,0,16.66,0.04,27,0,0,0
6215,46514211,3,0,0,16.66,0.04,27,0,0,0
6630,46616318,3,0,0,16.66,0.04,27,0,0,0
7081,46727187,3,0,0,16.66,0.04,27,0,0,0
7494,46829484,3,0,0,16.66,0.04,27,0,0,0
7949,46940642,3,0,0,16.66,0.04,27,0,0,0
8364,47044263,3,0,0,16.66,0.04,27,0,0,0
8816,47154760,3,0,0,16.66,0.04,27,0,0,0
9542,47361928,3,0,0,16.66,0.04,27,0,0,0
9957,47465222,3,0,0,16.65,0.04,27,0,0,0
10413,47575455,3,0,0,16.64,0.04,27,0,0,0
10827,47678139,3,0,0,16.66,0.04,27,0,0,0
11256,47788718,3,0,0,16.66,0.04,27,0,0,0
11672,47892918,3,0,0,16.66,0.04,27,0,0,0
12085,47994018,3,0,0,16.66,0.04,27,0,0,0
12535,48102834,3,0,0,16.65,0.04,27,0,0,0
12988,48213806,3,0,0,16.65,0.04,27,0,0,0
13363,48311611,3,0,0,16.66,0.04,27,0,0,0
13814,48423695,3,0,0,16.66,0.04,27,0,0,0
14229,48525919,3,0,0,16.65,0.04,27,0,0,0
14680,48637307,3,0,0,16.65,0.04,27,0,0,0
15090,48738457,3,0,0,16.65,0.04,27,0,0,0
15542,48853379,3,0,0,16.65,0.04,27,0,0,0
15957,48953293,3,0,0,16.65,0.04,27,0,0,0
16373,49060191,3,0,0,16.65,0.04,27,0,0,0
16826,49170790,3,0,0,16.66,0.04,27,0,0,0
17238,49274190,3,0,0,16.65,0.04,27,0,0,0
17692,49386067,3,0,0,16.66,0.04,27,0,0,0
18104,49488554,3,0,0,16.65,0.04,27,0,0,0
18519,49589579,3,0,0,16.66,0.04,27,0,0,0
18929,49694136,3,0,0,16.65,0.04,27,0,0,0
19384,49804913,3,0,0,16.65,0.04,27,0,0,0
19798,49910476,3,0,0,16.65,0.04,27,0,0,0
20253,50023434,3,0,0,16.65,0.04,27,0,0,0
20665,50124924,3,0,0,16.66,0.04,27,0,0,0
21117,50239605,3,0,0,16.66,0.04,27,0,0,0
21535,50343301,3,0,0,16.66,0.04,27,0,0,0
21947,50449883,3,0,0,16.65,0.04,27,0,0,0
22363,50551485,3,0,0,16.65,0.04,27,0,0,0
22813,50663707,3,0,0,16.66,0.04,27,0,0,0
23226,50764834,3,0,0,16.66,0.04,27,0,0,0
23641,50869173,3,0,0,16.66,0.04,27,0,0,0
24097,50980925,3,0,0,16.66,0.04,27,0,0,0
24511,51084424,3,0,0,16.66,0.04,27,0,0,0
24924,51184573,3,0,0,16.65,0.04,27,0,0,0
25374,51295700,3,0,0,16.65,0.04,27,0,0,0
25827,51406624,3,0,0,16.66,0.04,27,0,0,0
26238,51510104,3,0,0,16.66,0.04,27,0,0,0
26654,51618711,3,0,0,16.66,0.04,27,0,0,0
27067,51719175,3,0,0,16.66,0.04,27,0,0,0
27516,51832422,3,0,0,16.66,0.04,27,0,0,0
27930,51933406,3,0,0,16.65,0.04,27,0,0,0
