LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
412,45015573,0,0.86,0,-0.72,23.24,23.23,0,0,3
869,45100998,0,0.88,0,-0.73,23.25,23.24,0,0,3
1096,45179414,0,0.86,0,-0.73,23.25,23.24,0,0,3
1298,45306143,0,0.86,0,-0.72,23.26,23.25,0,0,3
1551,45344573,0,0.86,0,-0.71,23.26,23.25,0,0,3
1574,45364873,0,0.86,0,-0.71,23.26,23.25,0,0,3
1616,45375143,0,0.86,0,-0.71,23.26,23.25,0,0,3
1657,45384873,0,0.86,0,-0.71,23.26,23.25,0,0,3
1697,45394932,0,0.86,0,-0.71,23.26,23.25,0,0,3
1738,45404708,0,0.86,0,-0.71,23.26,23.24,0,0,3
1780,45415443,0,0.86,0,-0.71,23.25,23.24,0,0,3
1822,45425532,0,0.86,0,-0.72,23.26,23.24,0,0,3
1862,45435993,0,0.86,0,-0.72,23.25,23.24,0,0,3
1903,45446496,0,0.86,0,-0.72,23.25,23.24,0,0,3
1948,45456938,0,0.86,0,-0.72,23.25,23.24,0,0,3
1988,45466595,0,0.86,0,-0.72,23.25,23.24,0,0.01,3
2031,45476516,0,0.86,0,-0.72,23.25,23.24,0,0.01,3
2071,45487390,0,0.86,0,-0.72,23.25,23.24,0,0.01,3
2115,45500657,0,0.86,0,-0.71,23.25,23.24,0,0.01,3
2155,45510869,0,0.86,0,-0.71,23.25,23.24,0,0.01,3
2196,45520917,0,0.86,0,-0.71,23.25,23.24,0,0.01,3
2240,45531545,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2281,45541515,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2322,45551445,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2368,45561542,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2409,45571942,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2451,45582554,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2492,45592524,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2532,45602665,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2575,45613484,0,0.86,0,-0.71,23.24,23.23,0,0.01,3
2617,45623671,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
2657,45633683,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
2698,45644358,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
2738,45654452,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
2784,45664285,0,0.86,0,-0.72,23.23,23.22,0,0.01,3
2825,45674402,0,0.85,0,-0.72,23.23,23.22,0,0.01,3
2866,45684920,0,0.85,0,-0.72,23.23,23.22,0,0.01,3
2908,45695040,0,0.85,0,-0.71,23.23,23.21,0,0.01,3
2948,45705168,0,0.85,0,-0.71,23.23,23.21,0,0.01,3
2986,45715702,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
3027,45725644,0,0.86,0,-0.71,23.22,23.21,0,0.01,3
3067,45736139,0,0.86,0,-0.71,23.23,23.22,0,0.01,3
