LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1745,58366289,1,0,0,15.55,0.03,25,0,0,0
2196,58477722,1,0,0,15.55,0.03,25,0,0,0
2615,58582406,1,0,0,15.55,0.03,25,0,0,0
3031,58684540,1,0,0,15.55,0.03,25,0,0,0
3482,58800753,1,0,0,15.55,0.03,25,0,0,0
3896,58902994,1,0,0,15.54,0.03,25,0,0,0
4358,59018300,1,0,0,15.55,0.04,25,0,0,0
4771,59122963,1,0,0,15.55,0.03,25,0,0,0
5182,59224348,1,0,0,15.54,0.03,25,0,0,0
5634,59336675,1,0,0,15.54,0.03,25,0,0,0
6049,59440117,1,0,0,15.54,0.04,25,0,0,0
6463,59547201,1,0,0,15.55,0.03,25,0,0,0
7327,59763144,1,0,0,15.55,0.03,25,0,0,0
7744,59867693,1,0,0,15.55,0.03,25,0,0,0
8156,59969332,1,0,0,15.54,0.03,25,0,0,0
8577,60073163,1,0,0,15.55,0.03,25,0,0,0
9029,60183767,1,0,0,15.54,0.03,25,0,0,0
9483,60294006,1,0,0,15.54,0.03,25,0,0,0
9899,60399379,1,0,0,15.54,0.03,25,0,0,0
10351,60512129,1,0,0,15.55,0.03,25,0,0,0
10758,60613568,1,0,0,15.55,0.04,25,0,0,0
11097,60726566,1,0,0,15.54,0.03,25,0,0,0
11510,60830896,1,0,0,15.55,0.04,25,0,0,0
11896,60932294,1,0,0,15.54,0.03,25,0,0,0
12356,61047117,1,0,0,15.55,0.04,25,0,0,0
12771,61151780,1,0,0,15.54,0.03,25,0,0,0
13186,61256015,1,0,0,15.55,0.03,25,0,0,0
13596,61358483,1,0,0,15.55,0.03,25,0,0,0
14050,61469784,1,0,0,15.54,0.04,25,0,0,0
14461,61572552,1,0,0,15.54,0.03,25,0,0,0
14882,61678786,1,0,0,15.54,0.03,25,0,0,0
15296,61782256,1,0,0,15.55,0.04,25,0,0,0
15756,61892287,1,0,0,15.55,0.03,25,0,0,0
16170,61993917,1,0,0,15.54,0.03,25,0,0,0
16625,62103984,1,0,0,15.54,0.03,25,0,0,0
17039,62207961,1,0,0,15.55,0.03,25,0,0,0
17455,62312312,1,0,0,15.54,0.03,25,0,0,0
