LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
182,57935342,0,0.003092316,0.001523581,0.0005922656,-0.1655778,0.1184572,-9.754735,0,0,44.79901,1,1,8008,4004
293,57959320,0,-0.001058464,0.0006520881,-0.0006145717,-0.1689679,0.1083904,-9.74776,0,0,44.79987,1,1,8008,4004
324,57961474,0,-0.00161678,0.0003480143,0.0001876196,-0.1675825,0.1075574,-9.737855,0,0,44.79993,1,1,8008,4004
407,57983380,0,-0.00432248,-0.001220539,0.0005516202,-0.154659,0.1182871,-9.735725,0,0,44.80032,1,1,8008,4004
520,58007322,0,-0.001009759,-0.002467314,-0.001243808,-0.159712,0.1282218,-9.741123999999999,0,0,44.80138,1,1,8008,4004
523,58008537,0,-0.00168444,-0.002915994,-0.00191425,-0.1585347,0.1283883,-9.742580999999999,0,0,44.80151,1,1,8008,4004
554,58011556,0,-0.0006640517000000001,-0.003247656,-0.0008084819,-0.1560841,0.1279492,-9.741543,0,0,44.80173,1,1,8008,4004
629,58031151,0,0.0003392508,-0.001148988,-0.0008908769,-0.1709542,0.12043,-9.740313,0,0,44.80291,1,1,8008,4004
745,58052943,0,0.002259462,-0.0004656907,-0.002100021,-0.1629203,0.1398643,-9.747422,0,0,44.80424,1,1,8008,4004
776,58055921,0,0.002210465,-0.0004420869,-0.00144275,-0.163345,0.140416,-9.748752,0,0,44.80434,1,1,8008,4004
856,58073777,0,0.001718216,-0.00181857,0.0001651347,-0.1664344,0.1188834,-9.739903,0,0,44.80539,1,1,8008,4004
972,58096323,0,0.0006265434,0.0004147373,-0.0009961322999999999,-0.1798881,0.1137468,-9.743852,0,0,44.80704,1,1,8008,4004
1087,58140049,0,-0.00363595,-0.0008077063,-0.0001649483,-0.1821339,0.1199985,-9.757338000000001,0,0,44.81052,1,1,8008,4004
1202,58229943,0,0.001079127,-0.0007721329,-0.001113386,-0.1652028,0.1153239,-9.731676999999999,0,0,44.81726,1,1,8008,4004
1293,58278012,0,-0.0008329704,-0.0002956208,-0.0007259191,-0.1736899,0.1177281,-9.739252,0,0,44.8202,1,1,8008,4004
1324,58281358,0,-0.001651996,-3.029689e-05,-7.554368e-05,-0.1727197,0.1181208,-9.74259,0,0,44.82037,1,1,8008,4004
1387,58291252,0,-0.002568651,-0.002205123,-0.001311579,-0.1703634,0.1167009,-9.754689000000001,0,0,44.8209,1,1,8008,4004
1390,58293102,0,-0.002416385,-0.00337969,-0.002028633,-0.1731627,0.1182152,-9.752427000000001,0,0,44.82103,1,1,8008,4004
1421,58295811,0,-0.001136996,-0.003417994,-0.002447846,-0.1759402,0.1197939,-9.749154000000001,0,0,44.82116,1,1,8008,4004
1482,58309576,0,-9.44074e-06,-0.0005426235,-0.0002626686,-0.1664941,0.1227581,-9.739042,0,0,44.82181,1,1,8008,4004
1570,58327414,0,-0.001366712,0.0002337776,-0.0006245875,-0.1850599,0.1449935,-9.7476,0,0,44.82233,1,1,8008,4004
1601,58329904,0,-0.0009094304000000001,-0.0002059739,-0.001496589,-0.1883143,0.1462155,-9.74648,0,0,44.82243,1,1,8008,4004
1614,58332701,0,-0.000941894,-0.0005484798,-0.001325124,-0.1893699,0.1453257,-9.745222,0,0,44.82246,1,1,8008,4004
1617,58334556,0,-0.001048004,-0.001007817,-0.001703958,-0.1869791,0.1446177,-9.742432000000001,0,0,44.82255,1,1,8008,4004
1624,58337752,0,8.776865999999999e-06,-0.001173478,-0.002095823,-0.183676,0.1441131,-9.740831,0,0,44.82259,1,1,8008,4004
1655,58340600,0,0.002155881,-0.001161174,-0.00148438,-0.1787828,0.1417792,-9.741345000000001,0,0,44.82272,1,1,8008,4004
1658,58342908,0,0.002288796,-0.0009198242,-0.0009147665,-0.1750756,0.1383252,-9.743558999999999,0,0,44.82281,1,1,8008,4004
1661,58345547,0,0.001244577,-0.000914213,-0.0004890107,-0.1731343,0.1355855,-9.743342,0,0,44.82285,1,1,8008,4004
1665,58347744,0,0.0002349227,-0.001189538,-0.0002077998,-0.1716538,0.1327745,-9.741799,0,0,44.82284,1,1,8008,4004
1696,58350155,0,-0.0001957988,-0.001672148,-0.0002440701,-0.1718201,0.1289942,-9.740769999999999,0,0,44.82281,1,1,8008,4004
1699,58353074,0,-0.0002901262,-0.001932781,-0.0008080929,-0.1733668,0.1265894,-9.739490999999999,0,0,44.82277,1,1,8008,4004
1702,58355160,0,0.0001116073,-0.001524362,-0.0008337816,-0.1746532,0.126114,-9.737989000000001,0,0,44.82264,1,1,8008,4004
1705,58358011,0,-8.438818e-05,-0.0008520002,-0.00031892,-0.1759577,0.1250069,-9.736151,0,0,44.82258,1,1,8008,4004
1736,58360322,0,0.0001371803,-0.001123553,0.0005997848,-0.1775949,0.1217354,-9.736338,0,0,44.82252,1,1,8008,4004
1739,58363060,0,0.0003083409,-0.002097651,0.0009097927,-0.1773911,0.1194432,-9.73969,0,0,44.8225,1,1,8008,4004
1742,58366032,0,0.0001330449,-0.001966167,0.000461004,-0.1765555,0.1193595,-9.741607,0,0,44.82249,1,1,8008,4004
1746,58368386,0,0.001019187,0.0001284863,-0.001306351,-0.1741934,0.1203186,-9.743715999999999,0,0,44.8225,1,1,8008,4004
1777,58370978,0,0.0003996385,0.001102627,-0.001396082,-0.1728745,0.1211286,-9.747059999999999,0,0,44.82256,1,1,8008,4004
1780,58373525,0,-0.0007904357000000001,0.000774903,-0.00070824,-0.1724423,0.121528,-9.750291000000001,0,0,44.82262,1,1,8008,4004
1783,58377519,0,-0.001416682,-0.0001766628,0.0001428665,-0.172372,0.1232669,-9.753781999999999,0,0,44.82276,1,1,8008,4004
1786,58381541,0,0.0005171621,-0.0008481611,0.000974954,-0.1809809,0.1311161,-9.757631,0,0,44.82306,1,1,8008,4004
1818,58384556,0,0.0008695279,-0.0006821286,9.571962e-05,-0.1841297,0.1345882,-9.756074999999999,0,0,44.82316,1,1,8008,4004
1821,58387334,0,0.001314826,-6.67198e-05,-0.0007358597,-0.185353,0.1375165,-9.75277,0,0,44.82336,1,1,8008,4004
1824,58389676,0,0.0008455699,0.0007091679,-0.0007475999,-0.1846557,0.1375182,-9.751244,0,0,44.82346,1,1,8008,4004
1829,58392703,0,-0.0002619997,0.0008989841,-0.0007851906000000001,-0.1823688,0.137821,-9.750285999999999,0,0,44.82365,1,1,8008,4004
1860,58395020,0,-1.592887e-05,0.0006429202,-0.0002560273,-0.179641,0.1364813,-9.749375000000001,0,0,44.82383,1,1,8008,4004
1864,58397493,0,0.0005975916,0.0002647845,0.0001187691,-0.1789365,0.1341492,-9.747911,0,0,44.82396,1,1,8008,4004
1867,58400555,0,0.001089291,-0.000344456,0.0009237845,-0.1785733,0.1288162,-9.745782,0,0,44.82412,1,1,8008,4004
1870,58402552,0,0.00136988,-0.0008539663000000001,0.001304925,-0.177922,0.1260599,-9.745872,0,0,44.82421,1,1,8008,4004
1901,58405550,0,0.0008480854,-0.0001878574,0.0003127429,-0.1782919,0.122131,-9.749321999999999,0,0,44.82434,1,1,8008,4004
1905,58407561,0,0.000526019,0.001059132,-0.000635637,-0.1789617,0.1203443,-9.750061000000001,0,0,44.82443,1,1,8008,4004
1908,58410156,0,0.000207842,0.00196802,-0.0009892475999999999,-0.1793022,0.1177773,-9.747204999999999,0,0,44.82457,1,1,8008,4004
1911,58413280,0,0.000298001,0.001985268,-0.0007433319000000001,-0.1793737,0.1163865,-9.745623,0,0,44.82465,1,1,8008,4004
1942,58415493,0,2.164135e-05,0.001457647,-0.0004733537,-0.1776277,0.1156345,-9.748466000000001,0,0,44.82479,1,1,8008,4004
1946,58418335,0,-0.000849491,0.0005648789,-0.0006424387,-0.1751366,0.1142975,-9.752183,0,0,44.82497,1,1,8008,4004
1949,58420708,0,-0.001154993,-0.0006006529,-0.0007623113,-0.172901,0.1131301,-9.7537,0,0,44.82508,1,1,8008,4004
1952,58423738,0,-0.0009531999,-0.0009317569,-0.0002190816,-0.1696157,0.1133161,-9.752796999999999,0,0,44.82524,1,1,8008,4004
1983,58425967,0,-0.00169853,-0.0009259937,2.206734e-05,-0.1682359,0.1156387,-9.751030999999999,0,0,44.82538,1,1,8008,4004
1986,58428955,0,-0.001665405,-0.0004587964,0.0001890027,-0.1676915,0.1169686,-9.749321,0,0,44.82547,1,1,8008,4004
1989,58431330,0,-0.001345891,0.000701214,0.0005324311,-0.1682009,0.1185172,-9.747605,0,0,44.82564,1,1,8008,4004
1993,58434332,0,-0.001018765,0.0007264098,0.0001697112,-0.1697665,0.1205872,-9.746964,0,0,44.82578,1,1,8008,4004
2024,58436643,0,-0.0008393908,-8.513896e-05,0.0006339026,-0.1702819,0.1214265,-9.745381,0,0,44.82592,1,1,8008,4004
2028,58439908,0,-0.0009688448,-0.0007534612,0.0003035397,-0.1704701,0.1209355,-9.74484,0,0,44.82603,1,1,8008,4004
2036,58442030,0,-0.0003133975,-0.0008638885,-0.0007472569000000001,-0.170866,0.1207865,-9.742851999999999,0,0,44.82628,1,1,8008,4004
2039,58444178,0,-0.0002682292,-0.0006381875,-0.001088679,-0.1719888,0.1219973,-9.742392000000001,0,0,44.82639,1,1,8008,4004
2072,58447246,0,-0.001005189,-0.0002859666,-0.001617207,-0.1731947,0.1236601,-9.744973,0,0,44.82656,1,1,8008,4004
2075,58449934,0,-0.00184261,-0.0003814066,-0.00166131,-0.1719198,0.1240249,-9.748008,0,0,44.82665,1,1,8008,4004
2078,58451518,0,-0.0007729816,0.00039698,-0.001643149,-0.1687895,0.1259245,-9.751137999999999,0,0,44.82683,1,1,8008,4004
2081,58454591,0,-0.0001676051,8.746856e-05,-0.001599089,-0.1669575,0.1281946,-9.752281999999999,0,0,44.82692,1,1,8008,4004
2112,58456775,0,-5.723688e-05,-9.314562000000001e-05,-0.002109312,-0.1646447,0.1299914,-9.755553000000001,0,0,44.8271,1,1,8008,4004
2116,58459877,0,0.0008268664999999999,3.835548e-05,-0.001763016,-0.1632296,0.1300759,-9.757524,0,0,44.8272,1,1,8008,4004
2119,58462164,0,0.001529053,-0.0001270458,-0.0005701324999999999,-0.1622374,0.1287293,-9.758540999999999,0,0,44.82734,1,1,8008,4004
2122,58464359,0,0.0008923911,-0.0006903409,0.0003259846,-0.1631874,0.1259475,-9.758682,0,0,44.82747,1,1,8008,4004
2153,58466611,0,-0.0007697726,-0.001068169,0.0001321433,-0.1668952,0.1228385,-9.757682000000001,0,0,44.82755,1,1,8008,4004
2156,58469468,0,-0.001182716,-0.0009503755,-0.0007460479,-0.169899,0.1214176,-9.756318,0,0,44.82761,1,1,8008,4004
2159,58472866,0,-0.001819753,0.000211526,-0.001860745,-0.1726527,0.1196222,-9.751471,0,0,44.82767,1,1,8008,4004
2162,58474397,0,-0.002227382,0.0006616289,-0.001094953,-0.1745607,0.1195191,-9.748434,0,0,44.8277,1,1,8008,4004
2193,58477393,0,-0.001800738,-0.0001249449,0.0006860638,-0.1775722,0.1213676,-9.745339,0,0,44.82774,1,1,8008,4004
2197,58479363,0,-0.001363984,-0.001046912,0.0009359855,-0.1794761,0.1235272,-9.74572,0,0,44.82775,1,1,8008,4004
2200,58482481,0,-0.001249264,-0.001934134,-0.0001463938,-0.1788758,0.1262412,-9.747911,0,0,44.82779,1,1,8008,4004
2203,58484389,0,-0.001075001,-0.001609909,-0.000614007,-0.1773788,0.1280819,-9.749207999999999,0,0,44.8278,1,1,8008,4004
2234,58486706,0,-0.0003671732,-0.0007129268,-0.0007674891,-0.1752364,0.1301624,-9.751787999999999,0,0,44.82784,1,1,8008,4004
2238,58490561,0,-0.0001102626,-0.0002664137,-0.001037919,-0.1743323,0.1300028,-9.754052,0,0,44.82786,1,1,8008,4004
2241,58491803,0,0.0001696254,-0.0002039816,-0.001757882,-0.1729652,0.128033,-9.756432999999999,0,0,44.82789,1,1,8008,4004
2245,58495116,0,0.0005527381,-0.0005585363,-0.002090817,-0.1726222,0.1269676,-9.757550999999999,0,0,44.82791,1,1,8008,4004
2276,58497249,0,-0.0002392507,-0.00187694,-0.001678659,-0.172157,0.127093,-9.758338999999999,0,0,44.82794,1,1,8008,4004
2279,58500695,0,-0.0009025465,-0.002459037,-0.0009618395,-0.1713858,0.1282901,-9.756944000000001,0,0,44.82796,1,1,8008,4004
2282,58501964,0,-0.0008342664,-0.001566573,-8.334374e-05,-0.1692298,0.1293653,-9.755223000000001,0,0,44.82799,1,1,8008,4004
2288,58504961,0,-0.0003985593,-0.0009427186,0.0006747053,-0.1676827,0.1298211,-9.755174999999999,0,0,44.82801,1,1,8008,4004
2319,58507534,0,0.000131179,-0.0006193556,0.001168458,-0.1643064,0.130524,-9.754256,0,0,44.82803,1,1,8008,4004
2323,58509925,0,0.001036067,-0.0008420522,0.0009530958,-0.1619348,0.1311557,-9.751803000000001,0,0,44.82807,1,1,8008,4004
2326,58512324,0,0.001642364,-0.0003764026,0.0004977825,-0.1592923,0.1313936,-9.749987000000001,0,0,44.82816,1,1,8008,4004
2329,58514494,0,0.0006899485,-0.0008076798,0.0003711828,-0.1576519,0.1320955,-9.748979,0,0,44.82823,1,1,8008,4004
2360,58516894,0,-0.0003073605,-0.001505485,3.929889e-05,-0.1569225,0.1342137,-9.748113999999999,0,0,44.82831,1,1,8008,4004
2363,58520029,0,-0.0006146255,-0.001051002,-7.908373e-06,-0.1569802,0.1352641,-9.746661,0,0,44.82835,1,1,8008,4004
2366,58522020,0,-0.0002710537,-0.001022326,-0.00136299,-0.1583889,0.1349698,-9.744767,0,0,44.82838,1,1,8008,4004
2369,58524806,0,0.0003673423,-0.001340461,-0.002564496,-0.1612349,0.1352958,-9.746226999999999,0,0,44.8284,1,1,8008,4004
2400,58527520,0,0.001164616,-0.00217399,-0.0023495,-0.1659821,0.1374365,-9.753564000000001,0,0,44.82839,1,1,8008,4004
2404,58529883,0,0.001260712,-0.001897102,-0.001304739,-0.1683567,0.1399577,-9.757923999999999,0,0,44.82835,1,1,8008,4004
2407,58532329,0,0.0007761859,-0.001700228,0.0004865758,-0.1710978,0.141496,-9.759748999999999,0,0,44.82827,1,1,8008,4004
2410,58534507,0,0.0004558954,-0.001148959,0.001440039,-0.1718803,0.1414364,-9.758058999999999,0,0,44.82821,1,1,8008,4004
